unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,11,19,7.0,0,247,6,3,64,163,497,21,4,1192,8,1225,2246,October,2019
CMP,0,9,8,11.0,0,97,3,0,11,15,122,53,2,432,3,490,766,October,2019
KMP,0,0,1,1.0,0,10,0,0,3,6,28,0,2,108,1,111,160,October,2019
RMP,0,4,1,0.0,1,26,3,1,5,4,44,4,0,301,16,321,410,October,2019
BMP,1,1,3,1.0,0,7,0,1,12,10,39,2,0,107,0,109,184,October,2019
SMP,0,0,1,9.0,0,25,0,0,5,12,62,3,1,51,5,60,174,October,2019
RPMP,0,0,0,0.0,0,11,0,0,0,3,53,1,0,102,0,103,170,October,2019
GMP,2,6,4,2.0,0,37,0,0,1,15,83,5,1,203,2,211,361,October,2019
Dhaka Range,9,17,75,7.0,0,339,13,9,35,101,895,20,3,1326,7,1356,2856,October,2019
Mymensingh Range,1,2,19,3.0,0,160,4,5,5,32,355,4,1,608,13,626,1212,October,2019
Chittagong Range,12,13,59,10.0,0,274,8,6,31,97,897,69,2,1075,10,1156,2563,October,2019
Sylhet Range,1,2,12,0.0,0,96,2,3,8,46,340,6,0,241,34,281,791,October,2019
Khulna Range,3,5,21,4.0,0,175,0,2,22,54,564,13,3,805,42,863,1713,October,2019
Barishal Range,2,3,13,0.0,0,141,4,1,16,15,417,5,2,310,0,317,929,October,2019
Rajshahi Range,2,10,29,11.0,0,230,5,4,6,41,555,24,4,1414,135,1577,2470,October,2019
Rangpur Range,1,5,21,2.0,0,226,0,3,17,63,610,2,0,579,104,685,1633,October,2019
Railway Range,0,2,2,,0,0,0,0,0,9,6,0,1,34,17,52,72,October,2019
Total,38,90,288,69.0,1,2101,48,38,241,686,5567,232,26,8888,397,9543,18710,October,2019
