unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1,5,8,6,0,47,0,1,21,22,118,2,0,120,0,122,351,April,2020
CMP,0,4,9,3,0,16,0,1,4,10,51,16,0,51,1,68,166,April,2020
KMP,0,1,0,0,0,1,0,1,1,1,9,0,0,7,0,7,21,April,2020
RMP,0,1,1,0,0,11,0,1,3,3,44,0,0,51,5,56,120,April,2020
BMP,0,0,3,1,0,4,0,0,1,3,37,0,0,26,0,26,75,April,2020
SMP,0,0,1,2,0,11,0,1,4,6,49,0,0,10,0,10,84,April,2020
RPMP,0,1,1,0,0,6,0,0,0,3,35,0,0,10,0,10,56,April,2020
GMP,0,1,3,1,0,11,0,0,2,7,68,1,0,22,1,24,117,April,2020
Dhaka Range,5,7,51,4,0,128,2,11,11,40,786,8,2,190,3,203,1248,April,2020
Mymensingh Range,0,1,25,1,0,58,2,4,1,27,666,1,0,38,2,41,826,April,2020
Chittagong Range,2,5,55,7,0,108,1,9,17,37,936,24,1,321,0,346,1523,April,2020
Sylhet Range,2,0,13,0,0,38,0,4,2,31,336,1,0,56,2,59,485,April,2020
Khulna Range,0,2,29,3,0,127,1,3,9,41,633,10,0,242,7,259,1107,April,2020
Barishal Range,0,0,16,4,0,95,1,3,11,8,537,0,2,68,0,70,745,April,2020
Rajshahi Range,0,3,31,2,0,160,2,4,1,23,560,14,4,276,34,328,1114,April,2020
Rangpur Range,0,1,27,3,0,104,1,2,5,29,706,0,0,151,28,179,1057,April,2020
Railway Range,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,April,2020
Total,10,32,273,37,0,925,10,45,93,293,5572,77,9,1639,83,1808,9098,April,2020
