unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,,,,,,,,,,,,,,,,,January-December,2023
CMP,3.0,7.0,17.0,9.0,0.0,296.0,3.0,3.0,55.0,110.0,428.0,22.0,2.0,1030.0,3.0,1057.0,1988.0,January-December,2023
KMP,0.0,39.0,20.0,1.0,1.0,190.0,17.0,22.0,42.0,120.0,594.0,21.0,57.0,1395.0,6.0,1479.0,2525.0,January-December,2023
RMP,4.0,6.0,16.0,12.0,1.0,197.0,1.0,2.0,50.0,72.0,543.0,2.0,4.0,833.0,1.0,840.0,1744.0,January-December,2023
BMP,2.0,11.0,18.0,108.0,1.0,207.0,3.0,28.0,51.0,182.0,795.0,2.0,9.0,495.0,126.0,632.0,2038.0,January-December,2023
SMP,0.0,0.0,8.0,8.0,0.0,132.0,4.0,4.0,0.0,121.0,557.0,7.0,2.0,505.0,2.0,516.0,1350.0,January-December,2023
RPMP,14.0,44.0,94.0,16.0,0.0,319.0,31.0,22.0,36.0,115.0,916.0,8.0,14.0,1058.0,9.0,1089.0,2696.0,January-December,2023
GMP,130.0,263.0,670.0,248.0,0.0,3291.0,70.0,115.0,429.0,1350.0,12369.0,167.0,84.0,11460.0,48.0,11759.0,30694.0,January-December,2023
Dhaka Range,1.0,24.0,196.0,66.0,0.0,1798.0,36.0,12.0,78.0,547.0,6076.0,20.0,98.0,3182.0,418.0,3718.0,12552.0,January-December,2023
Mymensingh Range,48.0,212.0,622.0,71.0,2.0,2020.0,91.0,132.0,422.0,1115.0,11034.0,521.0,94.0,11625.0,408.0,12648.0,28417.0,January-December,2023
Chittagong Range,12.0,38.0,186.0,38.0,0.0,703.0,15.0,38.0,42.0,629.0,4204.0,11.0,9.0,1677.0,548.0,2245.0,8150.0,January-December,2023
Sylhet Range,21.0,67.0,241.0,87.0,1.0,1698.0,30.0,23.0,173.0,926.0,7710.0,113.0,67.0,8071.0,201.0,8452.0,19429.0,January-December,2023
Khulna Range,19.0,28.0,116.0,41.0,0.0,1301.0,9.0,27.0,131.0,295.0,4512.0,32.0,36.0,2487.0,5.0,2560.0,9039.0,January-December,2023
Barishal Range,17.0,121.0,320.0,93.0,0.0,2289.0,31.0,33.0,110.0,952.0,8376.0,418.0,152.0,12054.0,444.0,13068.0,25410.0,January-December,2023
Rajshahi Range,10.0,35.0,267.0,29.0,0.0,2377.0,28.0,37.0,166.0,826.0,9231.0,13.0,14.0,4928.0,99.0,5054.0,18060.0,January-December,2023
Rangpur Range,1.0,28.0,14.0,2.0,2.0,8.0,1.0,1.0,0.0,197.0,142.0,16.0,1.0,227.0,12.0,256.0,652.0,January-December,2023
Railway Range,319.0,1227.0,3023.0,1104.0,28.0,18941.0,463.0,607.0,2483.0,9475.0,76623.0,1461.0,778.0,76403.0,2501.0,81143.0,195436.0,January-December,2023
Total,,,,,,,,,,,,,,,,,,January-December,2023
