unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2,16,14,6,0,205,8,5,58,98,393,6,1,1371,6,1384,2189,August,2019
CMP,1,7,5,7,0,68,1,4,16,20,133,67,0,400,1,468,730,August,2019
KMP,0,0,3,0,0,13,0,0,1,11,33,1,0,83,0,84,145,August,2019
RMP,0,2,5,2,0,20,2,2,3,6,45,3,0,342,18,363,450,August,2019
BMP,0,2,4,1,0,14,0,0,11,8,43,2,0,133,0,135,218,August,2019
SMP,1,1,2,5,0,25,0,2,5,8,82,2,0,65,4,71,202,August,2019
RPMP,0,0,2,0,0,16,0,0,0,7,33,0,0,91,0,91,149,August,2019
GMP,0,3,7,1,0,35,1,0,0,11,69,7,1,218,3,229,356,August,2019
Dhaka Range,3,12,75,5,0,279,47,6,36,84,998,15,2,1441,2,1460,3005,August,2019
Mymensingh Range,1,4,29,4,0,161,2,4,5,33,518,10,0,482,9,501,1262,August,2019
Chittagong Range,11,5,72,9,0,221,7,10,36,66,906,69,1,1213,7,1290,2633,August,2019
Sylhet Range,3,2,22,2,0,84,2,6,9,39,372,4,0,252,29,285,826,August,2019
Khulna Range,3,9,37,2,0,174,3,1,19,46,572,21,5,809,29,864,1730,August,2019
Barishal Range,2,1,9,0,0,153,3,2,13,19,409,6,0,364,1,371,982,August,2019
Rajshahi Range,1,9,28,10,0,196,2,2,7,43,603,20,4,1245,97,1366,2267,August,2019
Rangpur Range,0,4,27,1,0,271,0,2,7,66,842,4,1,620,88,713,1933,August,2019
Railway Range,0,2,3,0,0,2,0,0,0,5,26,0,0,27,4,31,69,August,2019
Total,28,79,344,55,0,1937,78,46,226,570,6077,237,15,9156,298,9706,19146,August,2019
