unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2,33,16,4,0,134,13,9,31,92,528,10,4,485,4,503,1365,May,2026
CMP,0,3,6,0,0,45,1,3,12,20,166,4,0,207,2,213,469,May,2026
KMP,1,4,3,1,0,18,2,1,1,13,39,0,0,66,0,66,149,May,2026
RMP,0,4,3,1,0,19,4,0,2,13,63,1,1,70,0,72,181,May,2026
BMP,0,0,2,3,0,32,2,0,4,8,62,2,0,76,0,78,191,May,2026
SMP,2,0,4,7,0,15,1,2,3,20,51,0,0,56,22,78,183,May,2026
RPMP,0,0,0,2,0,11,0,0,5,7,29,1,0,91,0,92,146,May,2026
GMP,1,7,5,3,0,36,7,3,2,24,110,13,0,150,0,163,361,May,2026
Dhaka Range,8,29,72,12,2,388,16,10,51,140,1274,18,0,1555,2,1575,3577,May,2026
Mymensingh Range,1,5,14,2,0,109,1,0,5,38,378,0,0,448,50,498,1051,May,2026
Chittagong Range,8,27,71,9,0,254,18,10,51,117,1236,36,0,1128,39,1203,3004,May,2026
Sylhet Range,5,14,14,1,0,74,1,2,7,44,381,0,0,271,45,316,859,May,2026
Khulna Range,5,12,29,24,0,165,9,2,30,59,707,14,3,712,30,759,1801,May,2026
Barishal Range,3,5,20,6,2,225,2,2,32,23,480,4,0,370,1,375,1175,May,2026
Rajshahi Range,6,17,29,4,0,205,9,5,12,77,740,17,3,624,6,650,1754,May,2026
Rangpur Range,0,5,21,1,0,220,4,6,12,100,698,2,0,747,6,755,1822,May,2026
Railway Range,0,2,1,0,0,2,0,0,0,9,9,0,0,36,2,38,61,May,2026
Total,42,167,310,80,4,1952,90,55,260,804,6951,122,11,7092,209,7434,18149,May,2026
