unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3,13,17,13,0,187,7.0,6,49,110,502,15.0,0,1129,8,1152,2059,March,2020
CMP,0,6,3,7,0,64,1.0,1,9,13,152,32.0,0,344,3,379,635,March,2020
KMP,0,0,3,1,0,7,0.0,0,1,2,18,0.0,0,102,0,102,134,March,2020
RMP,0,2,1,0,2,19,,0,5,8,53,,0,243,29,273,364,March,2020
BMP,0,0,1,3,0,10,0.0,1,8,5,39,0.0,0,102,0,102,169,March,2020
SMP,0,0,4,4,0,26,0.0,0,2,7,75,0.0,0,42,1,43,161,March,2020
RPMP,0,0,2,1,0,24,0.0,0,0,11,42,0.0,0,87,0,87,167,March,2020
GMP,3,3,5,1,0,42,4.0,3,3,13,107,2.0,0,125,0,127,311,March,2020
Dhaka Range,3,18,49,9,0,265,10.0,4,25,80,911,5.0,1,1009,1,1016,2390,March,2020
Mymensingh Range,1,2,21,3,0,122,0.0,4,4,31,457,4.0,0,436,10,450,1095,March,2020
Chittagong Range,8,9,62,11,0,230,5.0,11,32,65,953,53.0,0,976,14,1043,2429,March,2020
Sylhet Range,2,3,26,1,0,88,3.0,5,10,35,338,6.0,0,167,17,190,701,March,2020
Khulna Range,4,12,32,3,0,195,4.0,1,17,57,651,23.0,1,616,23,663,1639,March,2020
Barishal Range,1,4,7,5,0,110,2.0,1,13,21,476,0.0,0,327,1,328,968,March,2020
Rajshahi Range,0,3,21,9,0,220,1.0,5,7,34,566,18.0,1,1441,94,1554,2420,March,2020
Rangpur Range,1,1,22,1,0,194,1.0,1,9,62,644,2.0,0,457,65,524,1460,March,2020
Railway Range,0,2,3,0,0,0,0.0,0,1,6,11,0.0,0,20,5,25,48,March,2020
Total,26,78,279,72,2,1803,39.0,43,195,560,5995,161.0,3,7623,271,8058,17150,March,2020
