unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2,19,16,23,0,172,7,10,65,194,654,2,5,738,19,764,1926,,
CMP,1,7,7,2,0,57,4,1,18,29,142,1,1,179,5,186,454,,
KMP,0,1,4,0,0,25,0,0,1,10,46,2,0,126,2,130,217,,
RMP,0,6,1,1,0,17,3,1,5,12,61,0,0,141,0,141,248,,
BMP,0,0,2,0,0,17,1,0,5,4,76,0,0,50,0,50,155,,
SMP,1,0,2,4,0,20,2,0,7,8,64,0,0,46,11,57,165,,
RPMP,0,0,1,1,0,9,4,0,0,3,43,0,0,67,1,68,129,,
GMP,4,5,8,0,0,31,2,1,3,17,101,1,0,124,0,125,297,,
Dhaka Range,11,29,51,19,0,323,7,7,39,88,1183,12,5,887,7,911,2668,,
Mymensingh Range,0,4,19,5,0,122,2,3,6,39,415,3,0,252,32,287,902,,
Chittagong Range,4,14,53,13,0,181,4,6,28,88,1039,45,0,665,31,741,2171,,
Sylhet Range,2,3,15,3,0,57,0,3,9,33,359,4,1,114,26,145,629,,
Khulna Range,2,6,32,7,0,134,2,2,14,48,729,4,4,555,6,569,1545,,
Barishal Range,0,1,8,11,0,152,0,2,7,17,434,2,2,151,0,155,787,,
Rajshahi Range,3,13,21,5,0,227,8,6,2,67,861,34,0,892,30,956,2169,,
Rangpur Range,1,2,19,3,0,222,4,1,10,56,715,0,0,449,9,458,1491,,
Railway Range,0,5,0,1,0,1,0,0,0,13,23,2,0,11,2,15,58,,
Total,31,115,259,98,0,1767,50,43,219,726,6945,112,18,5447,181,5758,16011,,
