unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2,10,17,20,0,181,6,4,73,151,679,3,7,1448,17,1475,2618,August,2022
CMP,0,6,7,16,0,70,1,3,13,24,185,6,0,210,5,221,546,August,2022
KMP,0,0,2,0,0,17,1,0,3,5,41,1,0,64,0,65,134,August,2022
RMP,1,4,1,2,0,27,0,0,7,9,45,2,0,248,1,251,347,August,2022
BMP,0,2,2,0,0,15,0,0,3,10,36,0,0,77,0,77,145,August,2022
SMP,0,0,2,8,0,34,0,1,5,12,85,1,0,67,2,70,217,August,2022
RPMP,0,0,1,0,0,16,1,1,0,15,55,0,0,33,0,33,122,August,2022
GMP,1,3,6,0,0,28,1,1,5,10,56,6,1,98,0,105,216,August,2022
Dhaka Range,13,31,59,17,0,337,15,8,64,143,1061,22,5,856,4,887,2635,August,2022
Mymensingh Range,2,4,20,8,0,238,7,4,11,67,637,2,0,345,40,387,1385,August,2022
Chittagong Range,8,14,47,14,1,255,5,14,34,93,969,40,6,1094,39,1179,2633,August,2022
Sylhet Range,1,3,17,1,0,96,1,2,2,47,405,3,0,173,21,197,772,August,2022
Khulna Range,5,6,21,3,0,168,3,1,26,92,705,8,5,644,17,674,1704,August,2022
Barishal Range,2,4,9,0,0,130,1,0,15,29,329,2,0,220,0,222,741,August,2022
Rajshahi Range,2,13,32,8,0,302,1,3,14,99,713,20,2,1288,47,1357,2544,August,2022
Rangpur Range,3,5,23,1,0,300,2,2,19,82,806,2,0,399,6,407,1650,August,2022
Railway Range,0,2,0,0,0,1,0,0,0,22,15,0,0,34,2,36,76,August,2022
Total,40,107,266,98,1,2215,45,44,294,910,6822,118,26,7298,201,7643,18485,August,2022
