unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,27.0,145.0,172.0,165.0,8.0,2012.0,49.0,88.0,713.0,1603.0,7367.0,70.0,126.0,16035.0,169.0,16400.0,28749.0,January-December,2022
CMP,6.0,79.0,60.0,123.0,0.0,701.0,26.0,22.0,172.0,377.0,1953.0,134.0,6.0,2102.0,32.0,2274.0,5793.0,January-December,2022
KMP,2.0,3.0,19.0,5.0,0.0,190.0,4.0,3.0,45.0,58.0,354.0,13.0,3.0,968.0,2.0,986.0,1669.0,January-December,2022
RMP,1.0,31.0,26.0,8.0,0.0,180.0,8.0,7.0,36.0,91.0,545.0,11.0,2.0,2658.0,29.0,2700.0,3633.0,January-December,2022
BMP,5.0,6.0,15.0,9.0,0.0,166.0,3.0,8.0,54.0,106.0,481.0,7.0,3.0,1033.0,0.0,1043.0,1896.0,January-December,2022
SMP,0.0,9.0,19.0,69.0,0.0,309.0,1.0,14.0,55.0,125.0,935.0,10.0,0.0,714.0,61.0,785.0,2321.0,January-December,2022
RPMP,0.0,0.0,4.0,13.0,0.0,174.0,3.0,1.0,6.0,183.0,675.0,1.0,0.0,424.0,0.0,425.0,1484.0,January-December,2022
GMP,23.0,31.0,57.0,25.0,0.0,424.0,31.0,16.0,26.0,140.0,844.0,25.0,7.0,1004.0,6.0,1042.0,2659.0,January-December,2022
Dhaka Range,154.0,308.0,762.0,294.0,1.0,3479.0,95.0,118.0,523.0,1574.0,12509.0,191.0,102.0,10230.0,34.0,10557.0,30374.0,January-December,2022
Mymensingh Range,13.0,33.0,244.0,89.0,0.0,2172.0,49.0,32.0,74.0,562.0,6600.0,23.0,8.0,3680.0,355.0,4066.0,13934.0,January-December,2022
Chittagong Range,72.0,171.0,521.0,115.0,3.0,2486.0,76.0,118.0,386.0,1111.0,10629.0,553.0,34.0,13357.0,366.0,14310.0,29998.0,January-December,2022
Sylhet Range,15.0,30.0,193.0,23.0,0.0,976.0,13.0,34.0,60.0,510.0,4232.0,13.0,6.0,2080.0,248.0,2347.0,8433.0,January-December,2022
Khulna Range,33.0,66.0,291.0,54.0,1.0,1932.0,18.0,28.0,200.0,970.0,8090.0,131.0,61.0,7526.0,206.0,7924.0,19607.0,January-December,2022
Barishal Range,23.0,37.0,122.0,29.0,0.0,1283.0,15.0,21.0,138.0,314.0,4374.0,24.0,21.0,2818.0,7.0,2870.0,9226.0,January-December,2022
Rajshahi Range,20.0,113.0,350.0,79.0,0.0,2624.0,26.0,59.0,118.0,872.0,8056.0,306.0,82.0,13205.0,644.0,14237.0,26554.0,January-December,2022
Rangpur Range,12.0,47.0,254.0,32.0,0.0,2646.0,40.0,30.0,204.0,850.0,8416.0,18.0,1.0,4459.0,105.0,4583.0,17114.0,January-December,2022
Railway Range,,,,,,,,,,,,,,,,,,January-December,2022
Total,406.0,1128.0,3126.0,1132.0,13.0,21766.0,460.0,601.0,2810.0,9591.0,76234.0,1540.0,462.0,82675.0,2286.0,86963.0,204230.0,January-December,2022
