unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,14,11,8,0,171,7,1,60,114,486,7,10,1503,11,1531,2407,December,2020
CMP,0,5,8,10,0,78,2,2,8,20,137,37,1,268,5,311,581,December,2020
KMP,0,2,0,0,0,10,1,0,3,6,33,0,0,75,1,76,131,December,2020
RMP,0,2,0,1,0,14,2,2,2,3,45,2,0,311,18,331,402,December,2020
BMP,0,1,2,1,0,18,0,0,9,10,28,2,0,64,0,66,135,December,2020
SMP,1,0,3,4,0,20,0,2,2,18,104,3,1,87,4,95,249,December,2020
RPMP,0,0,1,0,0,20,0,0,3,8,42,1,0,58,0,59,133,December,2020
GMP,1,1,10,1,0,24,13,2,8,7,65,1,0,110,1,112,244,December,2020
Dhaka Range,6,22,54,19,0,278,11,8,51,91,938,5,2,683,7,697,2175,December,2020
Mymensingh Range,0,1,17,6,0,186,1,1,10,42,457,6,0,293,5,304,1025,December,2020
Chittagong Range,7,12,38,14,2,251,11,6,40,110,936,20,3,884,12,919,2346,December,2020
Sylhet Range,1,4,14,3,0,70,1,3,5,37,359,6,1,186,20,213,710,December,2020
Khulna Range,1,8,24,4,0,137,5,0,15,63,571,8,2,526,20,556,1384,December,2020
Barishal Range,0,2,13,1,0,92,0,2,6,20,387,2,1,229,0,232,755,December,2020
Rajshahi Range,1,4,38,3,0,196,2,5,4,43,491,10,0,766,89,865,1652,December,2020
Rangpur Range,1,3,24,3,0,204,1,0,4,57,683,2,0,448,28,478,1458,December,2020
Railway Range,0,0,2,0,0,1,0,1,0,8,7,0,0,18,1,19,38,December,2020
Total,23,81,259,78,2,1770,57,35,230,657,5769,112,21,6509,222,6864,15825,December,2020
