unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3,8.0,7,6,1,223,8,14.0,50,115,531,8,5,1303,8,1324,2290,March,2021
CMP,1,6.0,8,17,0,77,4,3.0,15,22,143,54,3,334,1,392,688,March,2021
KMP,0,0.0,1,0,0,9,0,2.0,1,10,35,2,0,117,0,119,177,March,2021
RMP,0,2.0,1,0,0,19,0,,1,5,53,0,0,292,19,311,393,March,2021
BMP,0,1.0,2,3,0,8,0,0.0,5,5,30,1,0,71,0,72,126,March,2021
SMP,0,,2,7,0,20,0,1.0,4,12,83,3,0,61,5,69,199,March,2021
RPMP,0,0.0,0,4,0,11,0,0.0,7,16,41,0,0,72,2,74,153,March,2021
GMP,0,3.0,4,4,0,47,2,4.0,5,11,76,5,0,123,0,128,284,March,2021
Dhaka Range,7,28.0,90,13,0,332,6,17.0,46,107,1100,9,2,799,3,813,2559,March,2021
Mymensingh Range,1,1.0,15,17,0,189,3,0.0,9,44,502,4,0,488,18,510,1291,March,2021
Chittagong Range,7,12.0,54,17,0,259,9,21.0,24,98,1070,34,5,1118,13,1170,2741,March,2021
Sylhet Range,0,1.0,21,2,0,71,3,7.0,5,40,368,2,0,174,26,202,720,March,2021
Khulna Range,3,11.0,24,5,0,196,3,0.0,23,89,688,18,0,848,33,899,1941,March,2021
Barishal Range,1,1.0,8,7,0,108,1,1.0,11,24,407,2,1,307,0,310,879,March,2021
Rajshahi Range,0,7.0,34,4,0,210,4,6.0,7,48,606,13,1,992,57,1063,1989,March,2021
Rangpur Range,0,3.0,24,4,0,221,2,2.0,12,69,698,1,1,503,32,537,1572,March,2021
Railway Range,0,0.0,0,0,0,0,0,0.0,0,7,8,0,0,34,1,35,50,March,2021
Total,23,85.0,295,110,1,2000,45,79.0,225,722,6439,156,18,7636,218,8028,18052,March,2021
