unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,5,14,28,8.0,12,110,22,3,33,75,500,11,0,176,11,198,1008,September,2024
CMP,2,6,9,6.0,0,36,3,4,11,27,214,1,0,59,2,62,380,September,2024
KMP,0,0,1,,0,26,2,0,5,9,58,1,0,19,0,20,121,September,2024
RMP,0,1,5,1.0,0,18,1,1,3,7,67,0,11,12,0,23,127,September,2024
BMP,0,1,1,0.0,1,16,1,0,10,8,46,0,0,15,0,15,99,September,2024
SMP,0,2,1,7.0,0,10,1,1,7,5,78,2,14,11,13,40,152,September,2024
RPMP,0,0,0,0.0,0,7,4,0,0,4,52,1,0,7,0,8,75,September,2024
GMP,3,3,11,1.0,0,28,0,2,8,9,70,0,0,16,0,16,151,September,2024
Dhaka Range,17,22,73,21.0,0,253,6,6,45,82,1095,8,24,207,0,239,1859,September,2024
Mymensingh Range,2,4,16,8.0,0,126,1,0,8,33,443,5,1,67,29,102,743,September,2024
Chittagong Range,5,21,45,12.0,4,168,8,4,32,88,1060,67,8,418,20,513,1960,September,2024
Sylhet Range,6,4,12,12.0,0,64,3,1,9,44,435,2,1,76,46,125,715,September,2024
Khulna Range,2,6,19,15.0,1,117,8,0,17,65,740,13,17,183,15,228,1218,September,2024
Barishal Range,8,2,12,20.0,1,145,3,0,14,28,456,9,8,46,0,63,752,September,2024
Rajshahi Range,2,12,29,7.0,0,219,1,2,12,59,747,23,44,287,14,368,1458,September,2024
Rangpur Range,3,3,20,10.0,0,235,1,0,19,47,825,5,0,213,1,219,1382,September,2024
Railway Range,2,3,1,0.0,0,0,0,0,0,15,7,2,0,15,0,17,45,September,2024
Total,57,104,283,128.0,19,1578,65,24,233,605,6893,150,128,1827,151,2256,12245,September,2024
