unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,23,4,16,0,103,10,5,42,130,584,3,19,951,13,986,1907,December,2023
CMP,0,10,7,5,0,24,0,2,10,44,109,4,1,248,1,254,465,December,2023
KMP,0,0,0,2,0,16,0,0,4,11,28,4,0,137,0,141,202,December,2023
RMP,0,2,2,1,0,14,0,2,2,8,42,2,2,193,1,198,271,December,2023
BMP,0,0,1,1,0,17,0,0,3,8,32,0,0,42,0,42,104,December,2023
SMP,0,0,1,1,0,17,0,1,4,15,54,0,0,39,7,46,139,December,2023
RPMP,0,0,0,0,0,8,0,1,0,4,36,0,2,70,0,72,121,December,2023
GMP,2,4,7,3,0,37,0,1,8,9,71,0,0,103,0,103,245,December,2023
Dhaka Range,11,18,62,17,0,196,4,11,37,91,905,7,5,801,4,817,2169,December,2023
Mymensingh Range,0,3,20,4,0,112,1,0,5,45,369,1,1,163,27,192,751,December,2023
Chittagong Range,6,21,53,5,0,166,4,5,38,93,778,61,8,873,26,968,2137,December,2023
Sylhet Range,2,4,10,0,0,42,3,2,4,46,279,1,0,104,26,131,523,December,2023
Khulna Range,0,2,11,5,0,82,1,2,12,53,534,7,1,597,9,614,1316,December,2023
Barishal Range,1,3,9,8,0,102,2,1,9,25,345,3,0,186,0,189,694,December,2023
Rajshahi Range,2,4,24,6,0,143,2,3,8,61,651,22,19,997,22,1060,1964,December,2023
Rangpur Range,2,6,22,3,0,114,2,1,14,47,783,0,1,415,6,422,1416,December,2023
Railway Range,0,5,0,0,0,0,0,0,0,12,14,1,1,25,1,28,59,December,2023
Total,30,105,233,77,0,1193,29,37,200,702,5614,116,60,5944,143,6263,14483,December,2023
