unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1.0,14.0,11.0,10.0,0.0,105.0,7.0,10.0,50.0,95.0,445.0,3.0,34.0,961.0,7.0,1005.0,1753.0,,
CMP,0.0,5.0,4.0,3.0,0.0,28.0,1.0,2.0,13.0,36.0,116.0,4.0,1.0,173.0,4.0,182.0,390.0,,
KMP,1.0,0.0,4.0,0.0,0.0,18.0,0.0,1.0,5.0,4.0,39.0,1.0,0.0,76.0,0.0,77.0,149.0,,
RMP,,,,,,,,,,,,,,,,,,,
BMP,0.0,0.0,0.0,6.0,0.0,12.0,0.0,3.0,2.0,6.0,58.0,0.0,0.0,42.0,12.0,54.0,141.0,,
SMP,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,10.0,40.0,0.0,0.0,33.0,0.0,33.0,90.0,,
RPMP,1.0,1.0,6.0,2.0,0.0,27.0,2.0,1.0,1.0,10.0,80.0,1.0,3.0,83.0,1.0,88.0,219.0,,
GMP,10.0,26.0,51.0,17.0,1.0,182.0,3.0,8.0,27.0,135.0,813.0,8.0,29.0,957.0,4.0,998.0,2271.0,,
Dhaka Range,,0.0,12.0,3.0,0.0,123.0,1.0,3.0,14.0,27.0,0.455,0.0,5.0,275.0,31.0,0.311,950.0,,
Mymensingh Range,3.0,13.0,38.0,8.0,0.0,155.0,6.0,15.0,28.0,82.0,719.0,33.0,8.0,1001.0,40.0,1082.0,2149.0,,
Chittagong Range,1.0,2.0,11.0,0.0,0.0,58.0,1.0,3.0,3.0,52.0,313.0,1.0,0.0,160.0,19.0,180.0,624.0,,
Sylhet Range,0.0,3.0,18.0,2.0,0.0,118.0,1.0,0.0,9.0,75.0,566.0,11.0,23.0,631.0,14.0,679.0,1471.0,,
Khulna Range,3.0,1.0,5.0,2.0,0.0,77.0,3.0,1.0,9.0,28.0,318.0,3.0,18.0,216.0,3.0,240.0,687.0,,
Barishal Range,1.0,6.0,20.0,4.0,0.0,135.0,4.0,2.0,9.0,59.0,626.0,32.0,8.0,940.0,21.0,1001.0,1867.0,,
Rajshahi Range,1.0,2.0,17.0,4.0,0.0,136.0,2.0,7.0,14.0,64.0,681.0,0.0,0.0,405.0,10.0,415.0,1343.0,,
Rangpur Range,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,29.0,1.0,30.0,50.0,,
Railway Range,23.0,74.0,200.0,64.0,1.0,1202.0,34.0,56.0,189.0,703.0,5357.0,98.0,130.0,6267.0,169.0,6664.0,14567.0,,
Total,,,,,,,,,4.0,,,,,,,,,,
