unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,14,12,12,0,146,2,7,34,126,656,8,8,1233,13,1262,2275,March,2023
CMP,0,12,4,12,0,57,3,0,13,35,159,4,0,226,3,233,528,March,2023
KMP,0,1,1,0,0,23,0,0,5,11,31,1,1,76,2,80,152,March,2023
RMP,0,7,1,0,0,16,1,1,2,11,53,2,3,110,0,115,207,March,2023
BMP,0,3,1,2,0,13,0,0,4,7,47,1,0,74,1,76,153,March,2023
SMP,0,3,2,11,0,19,0,1,7,19,66,0,0,42,11,53,181,March,2023
RPMP,0,0,0,2,0,14,0,0,0,12,53,0,0,30,0,30,111,March,2023
GMP,2,1,8,3,0,23,3,3,1,4,75,0,1,85,2,88,211,March,2023
Dhaka Range,12,22,54,18,0,293,2,9,38,118,1113,24,0,1041,3,1068,2747,March,2023
Mymensingh Range,1,1,20,4,0,144,4,1,3,42,526,1,3,313,25,342,1088,March,2023
Chittagong Range,4,21,54,10,0,170,11,6,24,63,927,38,1,1081,55,1175,2465,March,2023
Sylhet Range,2,2,21,1,0,53,2,2,7,66,418,1,0,180,24,205,779,March,2023
Khulna Range,1,7,22,12,0,168,2,3,16,83,738,7,1,705,17,730,1782,March,2023
Barishal Range,1,3,13,4,0,92,0,5,10,34,364,1,0,201,0,202,728,March,2023
Rajshahi Range,2,9,26,6,0,209,2,3,10,90,684,37,4,1133,51,1225,2266,March,2023
Rangpur Range,1,4,27,2,0,212,5,6,11,59,760,2,7,424,7,440,1527,March,2023
Railway Range,0,1,2,0,0,0,1,0,0,17,15,1,0,22,3,26,62,March,2023
Total,30,111,268,99,0,1652,38,47,185,797,6685,128,29,6976,217,7350,17262,March,2023
