unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1,29,22,8,1,166,24.0,9,43,119,546,16.0,15,518,14,563,1531,October,2025
CMP,3,10,5,21,0,51,4.0,5,13,34,132,8.0,0,160,2,170,448,October,2025
KMP,0,3,5,1,0,11,3.0,0,8,13,42,5.0,0,67,0,72,158,October,2025
RMP,0,4,3,0,0,16,,1,3,9,81,1.0,0,57,0,58,176,October,2025
BMP,0,1,0,0,0,22,5.0,0,5,8,68,0.0,0,38,0,38,147,October,2025
SMP,1,1,1,4,0,8,2.0,2,4,16,60,0.0,0,61,24,85,184,October,2025
RPMP,0,1,0,0,0,10,1.0,1,4,6,26,,0,16,0,17,66,October,2025
GMP,4,6,11,2,0,24,7.0,3,4,14,106,2.0,0,100,0,102,283,October,2025
Dhaka Range,9,49,59,13,0,362,18.0,12,50,156,1361,27.0,2,953,2,984,3073,October,2025
Mymensingh Range,1,3,29,4,0,115,1.0,2,15,43,379,0.0,0,303,44,347,939,October,2025
Chittagong Range,19,26,59,27,0,263,17.0,16,73,139,1156,57.0,1,894,46,998,2793,October,2025
Sylhet Range,2,7,15,1,0,80,2.0,6,5,58,405,1.0,0,133,34,168,749,October,2025
Khulna Range,5,10,34,10,0,136,8.0,3,23,90,612,25.0,5,391,14,435,1366,October,2025
Barishal Range,3,6,16,1,0,186,6.0,2,23,28,576,1.0,1,182,0,184,1031,October,2025
Rajshahi Range,7,12,41,7,0,258,4.0,5,12,103,826,10.0,12,318,5,345,1620,October,2025
Rangpur Range,1,10,17,0,0,277,7.0,2,16,84,748,1.0,0,354,8,363,1525,October,2025
Railway Range,0,2,2,4,0,0,0.0,0,0,11,15,1.0,0,40,6,47,81,October,2025
Total,56,180,319,103,1,1985,110.0,69,301,931,7139,156.0,36,4585,199,4976,16170,October,2025
