unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,13,12,11,0,133,9,5,54,130,527,2,6,969,13,990,1888,April,2023
CMP,0,10,5,12,0,50,4,0,15,36,175,2,1,208,5,216,523,April,2023
KMP,0,1,2,0,0,24,0,0,5,5,33,0,0,58,0,58,128,April,2023
RMP,0,4,1,0,0,25,0,4,3,5,43,1,0,94,1,96,181,April,2023
BMP,0,0,3,0,0,15,0,0,4,5,48,0,0,68,0,68,143,April,2023
SMP,0,0,1,14,0,19,0,1,5,16,87,0,0,49,9,58,201,April,2023
RPMP,0,0,2,3,0,7,0,1,0,10,51,0,0,24,0,24,98,April,2023
GMP,1,5,7,0,0,21,2,1,0,9,70,1,1,76,0,78,194,April,2023
Dhaka Range,6,35,68,27,0,276,4,7,23,113,1208,22,1,949,5,977,2744,April,2023
Mymensingh Range,0,3,25,10,0,103,2,0,3,44,684,4,3,291,35,333,1207,April,2023
Chittagong Range,4,18,56,6,0,165,3,8,31,77,1064,49,1,908,36,994,2426,April,2023
Sylhet Range,0,6,33,1,0,53,2,4,1,59,493,1,0,152,17,170,822,April,2023
Khulna Range,3,9,22,8,0,122,5,1,12,94,745,5,3,610,20,638,1659,April,2023
Barishal Range,1,2,10,1,0,72,2,4,6,21,435,1,1,191,0,193,747,April,2023
Rajshahi Range,1,10,28,13,0,166,3,1,7,74,786,30,6,889,29,954,2043,April,2023
Rangpur Range,0,0,21,3,0,197,3,2,14,67,880,0,0,403,9,412,1599,April,2023
Railway Range,0,2,0,0,0,0,0,0,0,11,8,1,0,18,1,20,41,April,2023
Total,20,118,296,109,0,1448,39,39,183,776,7337,119,23,5957,180,6279,16644,April,2023
