unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,8,54.0,36,24,7,127,31,10.0,60,146,679,12,5.0,583.0,9,609,1791,January,2025
CMP,2,7.0,3,7,0,26,5,4.0,12,28,120,3,0.0,152.0,2,157,371,January,2025
KMP,2,,2,3,0,19,2,0.0,0,14,47,4,0.0,83.0,1,88,178,January,2025
RMP,1,0.0,2,0,0,12,1,1.0,4,5,51,1,1.0,0.87,0,89,166,January,2025
BMP,0,0.0,3,0,1,14,0,1.0,10,8,49,0,,45.0,0,46,132,January,2025
SMP,0,1.0,0,5,0,7,0,0.0,7,20,60,0,3.0,25.0,18,46,146,January,2025
RPMP,0,2.0,1,0,0,4,5,0.0,0,7,32,1,2.0,20.0,0,23,74,January,2025
GMP,2,9.0,5,2,0,25,2,,7,10,116,6,0.0,72.0,0,78,257,January,2025
Dhaka Range,24,31.0,76,4,0,229,16,5.0,44,106,1092,15,8.0,725.0,3,751,2378,January,2025
Mymensingh Range,4,2.0,13,11,0,85,5,2.0,7,46,427,3,0.0,234.0,28,265,867,January,2025
Chittagong Range,8,27.0,51,11,0,191,16,5.0,50,92,970,45,4.0,703.0,26,778,2199,January,2025
Sylhet Range,5,6.0,21,2,0,56,3,3.0,5,39,392,1,0.0,151.0,27,179,711,January,2025
Khulna Range,4,10.0,28,5,0,153,3,0.0,17,79,637,15,,390.0,7,413,1349,January,2025
Barishal Range,4,2.0,12,12,0,98,3,3.0,15,40,515,3,2.0,138.0,0,143,847,January,2025
Rajshahi Range,4,12.0,22,5,0,200,9,,10,73,670,16,8.0,532.0,13,569,1575,January,2025
Rangpur Range,3,6.0,19,0,0,194,4,2.0,14,67,730,4,0.0,423.0,7,434,1473,January,2025
Railway Range,0,1.0,0,0,0,0,0,0.0,0,17,16,0,0.0,23.0,1,24,58,January,2025
Total,71,171.0,294,91,8,1440,105,38.0,262,797,6603,129,35.0,4386.0,142,4692,14572,January,2025
