unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2,7,19,0,0,234,6,9,56,108,387,8,3,1121,7,1139,1967,June,2019
CMP,0,8,6,1,0,51,3,5,7,16,135,68,0,414,4,486,718,June,2019
KMP,0,0,1,0,0,16,0,0,1,5,43,0,0,115,2,117,183,June,2019
RMP,0,2,2,0,0,25,0,1,4,2,53,0,0,255,19,274,363,June,2019
BMP,0,2,3,0,0,18,0,0,2,6,42,0,0,99,0,99,172,June,2019
SMP,0,3,5,0,0,21,1,3,0,3,64,0,0,72,7,79,179,June,2019
RPMP,0,0,3,0,0,12,5,0,0,6,35,1,0,69,0,70,131,June,2019
GMP,0,4,5,0,0,25,5,0,1,12,97,3,0,211,1,215,364,June,2019
Dhaka Range,10,17,66,3,0,315,8,11,34,86,1106,13,1,1350,5,1369,3025,June,2019
Mymensingh Range,0,2,19,0,0,173,4,3,4,32,565,5,0,503,9,517,1319,June,2019
Chittagong Range,5,11,87,2,0,295,7,12,27,83,1128,71,0,1173,6,1250,2907,June,2019
Sylhet Range,1,5,24,0,0,94,3,4,7,45,383,5,0,179,12,196,762,June,2019
Khulna Range,3,17,32,0,0,196,5,5,20,49,696,15,2,568,43,628,1651,June,2019
Barishal Range,0,5,23,0,0,152,1,3,15,20,505,0,0,271,0,271,995,June,2019
Rajshahi Range,2,7,54,0,0,250,3,3,8,29,644,12,4,1046,114,1176,2176,June,2019
Rangpur Range,1,2,22,1,0,222,1,2,6,40,756,2,0,467,82,551,1604,June,2019
Railway Range,1,0,0,0,0,1,0,0,0,5,10,0,0,36,11,47,64,June,2019
Total,25,92,371,7,0,2100,52,61,192,547,6649,203,10,7949,322,8484,18580,June,2019
