unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,23,144,166,89,4.0,2218,49,69,643,1343,6139,118,74,16213,169,16574,27461,January-December,2021
CMP,4,76,66,146,1.0,850,25,25,181,301,1927,479,16,2620,26,3141,6743,January-December,2021
KMP,3,7,15,1,0.0,123,5,5,25,121,400,15,0,1100,12,1127,1832,January-December,2021
RMP,0,20,32,5,3.0,171,8,6,28,66,597,11,0,2771,156,2938,3874,January-December,2021
BMP,2,6,10,16,0.0,129,2,1,57,108,446,12,0,918,0,930,1707,January-December,2021
SMP,0,20,27,73,0.0,309,3,16,56,165,1054,21,0,877,66,964,2687,January-December,2021
RPMP,0,0,11,34,0.0,223,7,3,35,150,594,2,0,667,2,671,1728,January-December,2021
GMP,13,29,58,31,0.0,431,33,13,43,150,729,28,1,1078,1,1108,2638,January-December,2021
Dhaka Range,115,240,708,162,11.0,3559,86,124,441,1384,11864,255,47,8885,44,9231,27925,January-December,2021
Mymensingh Range,2,19,191,156,0.0,2155,26,24,59,544,6208,26,6,3670,184,3886,13270,January-December,2021
Chittagong Range,59,126,586,128,3.0,2823,89,131,401,1110,11589,459,41,12589,162,13251,30296,January-December,2021
Sylhet Range,16,43,220,31,0.0,985,16,32,67,482,4059,34,2,2059,298,2393,8344,January-December,2021
Khulna Range,19,87,301,55,1.0,2015,22,32,208,874,7676,144,23,6877,192,7236,18526,January-December,2021
Barishal Range,24,26,149,84,0.0,1300,14,17,146,258,4715,25,9,2760,8,2802,9535,January-December,2021
Rajshahi Range,12,87,399,80,0.0,2310,29,70,87,646,7076,213,44,11824,671,12752,23548,January-December,2021
Rangpur Range,15,34,267,24,0.0,2529,31,40,167,705,8300,15,5,4529,276,4825,16937,January-December,2021
Railway Range,1,7,8,2,0.0,6,0,0,1,91,95,4,0,238,6,248,459,January-December,2021
Total,308,971,3214,1117,23.0,22136,445,608,2645,8498,73468,1861,268,79675,2273,84077,197510,January-December,2021
