unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,6,12,19,33,2,134,2,12,48,103,728,5,10,1143,9,1167,2266,July,2023
CMP,1,12,2,6,0,53,6,2,13,20,111,1,0,196,2,199,425,July,2023
KMP,1,0,5,0,0,29,0,0,7,16,47,0,0,71,0,71,176,July,2023
RMP,0,3,3,0,0,11,0,0,3,14,41,0,2,102,0,104,179,July,2023
BMP,0,1,3,2,0,22,0,0,3,5,60,0,0,86,0,86,182,July,2023
SMP,0,1,0,10,0,16,1,0,5,13,74,1,0,53,13,67,187,July,2023
RPMP,0,0,0,0,0,13,2,1,0,8,41,3,0,63,0,66,131,July,2023
GMP,2,6,14,0,0,26,6,0,4,12,66,2,0,86,0,88,224,July,2023
Dhaka Range,15,15,58,20,0,318,3,10,41,126,1117,14,3,1063,1,1081,2804,July,2023
Mymensingh Range,0,4,19,2,0,172,4,2,5,44,523,2,2,296,40,340,1115,July,2023
Chittagong Range,7,15,63,6,0,202,7,9,48,96,1044,34,15,1079,27,1155,2652,July,2023
Sylhet Range,0,4,23,4,0,56,1,2,2,41,357,1,0,152,38,191,681,July,2023
Khulna Range,2,4,27,3,1,148,1,0,20,89,693,10,3,714,13,740,1728,July,2023
Barishal Range,2,1,5,1,0,123,2,4,14,29,399,2,3,237,1,243,823,July,2023
Rajshahi Range,1,10,25,6,0,228,2,3,12,90,833,50,5,1134,41,1230,2440,July,2023
Rangpur Range,2,3,28,1,0,242,2,2,14,82,918,1,0,375,6,382,1676,July,2023
Railway Range,0,3,2,0,0,1,0,0,0,14,14,1,0,13,1,15,49,July,2023
Total,39,94,296,94,3,1794,39,47,239,802,7066,127,43,6863,192,7225,17738,July,2023
