unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,0,18,33,2,0,205,7,13,69,139,498,14,4,1627,11,1656,2640,,
CMP,0,7,4,0,0,73,0,0,13,21,117,62,0,450,3,515,750,,
KMP,0,1,2,0,0,16,0,0,1,3,31,0,0,90,3,93,147,,
RMP,0,6,2,0,0,11,5,1,2,9,66,2,0,396,30,428,530,,
BMP,1,1,5,0,0,14,0,0,6,5,34,1,0,114,0,115,181,,
SMP,0,4,3,0,0,14,2,2,0,9,74,3,0,96,2,101,209,,
RPMP,1,2,2,0,0,23,0,0,1,4,31,2,0,84,0,86,150,,
GMP,2,3,8,0,0,36,2,3,2,13,102,3,0,243,1,247,418,,
Dhaka Range,10,13,77,3,0,338,11,4,29,93,896,7,1,1577,5,1590,3064,,
Mymensingh Range,1,3,20,0,0,155,2,6,6,31,393,7,0,646,5,658,1275,,
Chittagong Range,11,13,62,2,0,262,6,6,51,69,856,68,0,1195,8,1271,2609,,
Sylhet Range,3,1,12,0,0,99,0,2,8,37,367,7,0,248,20,275,804,,
Khulna Range,4,8,39,0,0,213,1,4,17,62,644,18,5,956,30,1009,2001,,
Barishal Range,3,6,9,0,0,142,1,1,19,22,396,4,0,358,0,362,961,,
Rajshahi Range,1,4,35,0,0,256,4,2,8,42,479,23,4,1378,93,1498,2329,,
Rangpur Range,1,2,18,0,0,225,3,2,9,45,754,2,0,650,100,752,1811,,
Railway Range,0,4,1,0,0,1,0,0,0,7,7,1,0,62,24,87,107,,
Total,38,96,332,7,0,2083,44,46,241,611,5745,224,14,10170,335,10743,19986,,
