unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1,22,27,10,0,216,2,6,55.0,122,509,16,2,1418,3,1439,2409,July,2020
CMP,0,8,8,8,0,69,0,2,9.0,25,155,59,2,303,4,368,652,July,2020
KMP,0,2,4,0,0,13,0,0,,6,27,2,0,188,1,191,244,July,2020
RMP,0,4,3,0,0,23,0,0,1.0,15,41,1,0,59,7,67,154,July,2020
BMP,0,1,0,1,0,18,0,0,6.0,14,39,1,0,31,1,33,112,July,2020
SMP,0,1,5,7,1,21,0,0,3.0,12,55,1,0,52,4,57,162,July,2020
RPMP,0,0,2,2,0,24,5,0,0.0,11,57,0,0,33,0,33,134,July,2020
GMP,2,1,5,2,0,38,2,1,3.0,8,83,4,0,136,0,140,285,July,2020
Dhaka Range,7,18,70,15,0,268,13,12,31.0,104,928,10,2,1015,10,1037,2503,July,2020
Mymensingh Range,1,4,13,8,0,143,1,1,6.0,56,451,3,0,452,7,462,1146,July,2020
Chittagong Range,6,12,90,11,0,241,9,7,39.0,96,868,88,0,1303,11,1402,2781,July,2020
Sylhet Range,1,0,23,2,0,75,0,1,5.0,50,307,5,0,329,32,366,830,July,2020
Khulna Range,2,10,29,4,0,215,3,3,24.0,92,597,16,0,716,32,764,1743,July,2020
Barishal Range,2,3,12,0,0,111,0,1,13.0,17,354,9,0,290,0,299,812,July,2020
Rajshahi Range,0,3,40,8,0,220,0,5,5.0,63,503,23,7,1240,87,1357,2204,July,2020
Rangpur Range,1,2,26,3,0,217,3,0,15.0,83,734,1,0,499,37,537,1621,July,2020
Railway Range,0,0,1,0,0,0,0,0,0.0,5,9,0,0,13,3,16,31,July,2020
Total,23,91,358,81,1,1912,38,39,216.0,779,5717,239,13,8077,239,8568,17823,July,2020
