unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1,14,11,10,0,105,7,10,50,95,445,3,34,961,7,1005,1753,December,2022
CMP,0,5,4,3,0,28,1,2,13,36,116,4,1,173,4,182,390,December,2022
KMP,1,0,4,0,0,18,0,1,5,4,39,1,0,76,0,77,149,December,2022
RMP,0,0,1,0,0,16,2,0,1,4,41,0,0,206,2,208,273,December,2022
BMP,0,0,0,1,0,7,1,0,4,8,38,1,1,79,0,81,140,December,2022
SMP,0,0,0,6,0,12,0,3,2,6,58,0,0,42,12,54,141,December,2022
RPMP,0,0,0,2,0,5,0,0,0,10,40,0,0,33,0,33,90,December,2022
GMP,1,1,6,2,0,27,2,1,1,10,80,1,3,83,1,88,219,December,2022
Dhaka Range,10,26,51,17,1,182,3,8,27,135,813,8,29,957,4,998,2271,December,2022
Mymensingh Range,1,0,12,3,0,123,1,3,14,27,455,0,5,275,31,311,950,December,2022
Chittagong Range,3,13,38,8,0,155,6,15,28,82,719,33,8,1001,40,1082,2149,December,2022
Sylhet Range,1,2,11,0,0,58,1,3,3,52,313,1,0,160,19,180,624,December,2022
Khulna Range,0,3,18,2,0,118,1,0,9,75,566,11,23,631,14,679,1471,December,2022
Barishal Range,3,1,5,2,0,77,3,1,9,28,318,3,18,216,3,240,687,December,2022
Rajshahi Range,1,6,20,4,0,135,4,2,9,59,626,32,8,940,21,1001,1867,December,2022
Rangpur Range,1,2,17,4,0,136,2,7,14,64,681,0,0,405,10,415,1343,December,2022
Railway Range,0,1,2,0,0,0,0,0,0,8,9,0,0,29,1,30,50,December,2022
Total,23,74,200,64,1,1202,34,56,189,703,5357,98,130,6267,169,6664,14567,December,2022
