unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1,12,19,4,0,221,6,1,44,105,507,9,7,1438,13,1467,2387,September,2021
CMP,1,10,3,11,0,70,0,0,25,26,173,48,0,213,1,262,581,September,2021
KMP,0,0,4,0,0,9,0,0,2,10,22,1,0,97,0,98,145,September,2021
RMP,0,1,7,0,0,17,0,2,2,9,51,1,0,276,11,288,377,September,2021
BMP,0,0,0,0,0,11,0,0,6,8,37,1,0,90,0,91,153,September,2021
SMP,0,1,3,7,0,41,0,1,5,16,108,0,0,68,5,73,255,September,2021
RPMP,0,0,2,3,0,22,0,0,4,13,40,0,0,62,0,62,146,September,2021
GMP,2,1,6,1,0,34,3,1,2,12,65,4,0,100,0,104,231,September,2021
Dhaka Range,9,27,47,13,0,319,6,13,30,151,868,27,1,816,7,851,2334,September,2021
Mymensingh Range,0,1,17,8,0,204,3,0,2,60,494,3,0,354,17,374,1163,September,2021
Chittagong Range,3,8,56,6,0,266,12,9,42,109,849,39,4,1345,15,1403,2763,September,2021
Sylhet Range,1,5,18,5,0,112,0,0,10,45,339,2,0,177,22,201,736,September,2021
Khulna Range,0,8,27,5,0,194,0,5,22,76,635,10,2,539,13,564,1536,September,2021
Barishal Range,1,1,9,3,0,131,2,1,8,26,294,1,0,272,1,274,750,September,2021
Rajshahi Range,1,9,31,8,0,245,1,3,12,64,619,16,1,1242,71,1330,2323,September,2021
Rangpur Range,3,1,17,3,0,238,4,1,19,82,616,0,1,364,21,386,1370,September,2021
Railway Range,1,1,1,0,0,1,0,0,0,18,8,1,0,34,1,36,66,September,2021
Total,23,86,267,77,0,2135,37,37,235,830,5725,163,16,7487,198,7864,17316,September,2021
