unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,,,,,,,,,,,,,,,,,December,2019
CMP,,,,,,,,,,,,,,,,,,December,2019
KMP,0.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,2.0,5.0,26.0,0.0,1.0,98.0,1.0,100.0,146.0,December,2019
RMP,0.0,0.0,2.0,0.0,0.0,15.0,2.0,1.0,2.0,7.0,33.0,1.0,0.0,272.0,23.0,296.0,358.0,December,2019
BMP,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,4.0,6.0,36.0,1.0,0.0,93.0,0.0,94.0,151.0,December,2019
SMP,0.0,0.0,4.0,4.0,0.0,17.0,1.0,1.0,2.0,18.0,64.0,1.0,1.0,50.0,8.0,60.0,171.0,December,2019
RPMP,1.0,2.0,3.0,,0.0,11.0,0.0,0.0,1.0,11.0,28.0,1.0,0.0,64.0,0.0,65.0,123.0,December,2019
GMP,3.0,3.0,5.0,0.0,0.0,36.0,3.0,0.0,2.0,13.0,73.0,1.0,0.0,212.0,1.0,214.0,352.0,December,2019
Dhaka Range,11.0,16.0,60.0,6.0,0.0,266.0,6.0,5.0,28.0,87.0,806.0,14.0,2.0,1111.0,10.0,1137.0,2428.0,December,2019
Mymensingh Range,0.0,3.0,13.0,4.0,0.0,130.0,3.0,1.0,4.0,33.0,434.0,1.0,0.0,520.0,10.0,531.0,1156.0,December,2019
Chittagong Range,4.0,7.0,50.0,8.0,0.0,220.0,4.0,5.0,35.0,73.0,766.0,58.0,2.0,984.0,18.0,1062.0,2234.0,December,2019
Sylhet Range,2.0,4.0,16.0,4.0,0.0,60.0,1.0,2.0,3.0,39.0,337.0,5.0,0.0,222.0,20.0,247.0,715.0,December,2019
Khulna Range,3.0,5.0,24.0,1.0,0.0,153.0,0.0,0.0,18.0,39.0,549.0,13.0,2.0,760.0,23.0,798.0,1590.0,December,2019
Barishal Range,3.0,1.0,11.0,1.0,0.0,93.0,2.0,0.0,11.0,19.0,383.0,3.0,2.0,286.0,2.0,293.0,817.0,December,2019
Rajshahi Range,2.0,4.0,21.0,4.0,0.0,204.0,2.0,2.0,5.0,43.0,508.0,15.0,4.0,1439.0,135.0,1593.0,2388.0,December,2019
Rangpur Range,2.0,1.0,15.0,1.0,0.0,149.0,2.0,3.0,12.0,39.0,571.0,1.0,0.0,496.0,81.0,578.0,1373.0,December,2019
Railway Range,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,0.0,34.0,13.0,48.0,69.0,December,2019
Total,33.0,66.0,250.0,54.0,1.0,1610.0,35.0,27.0,219.0,562.0,5140.0,177.0,22.0,8409.0,355.0,8963.0,16960.0,December,2019
