unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,41,248,339,231,83,1460,132,95,607,1568,6483,78,51,6407,141,6677,17964,January-December,2024
CMP,11,98,90,76,12,399,40,40,149,349,1766,31,5,1555,38,1629,4659,January-December,2024
KMP,4,17,24,7,0,179,11,9,47,127,477,24,3,1108,8,1143,2045,January-December,2024
RMP,2,32,16,9,1,190,14,16,44,120,666,6,45,1215,6,1272,2382,January-December,2024
BMP,2,7,15,17,2,174,8,10,65,81,687,3,4,467,3,477,1545,January-December,2024
SMP,7,10,24,75,0,161,11,23,59,95,723,5,37,356,168,566,1754,January-December,2024
RPMP,1,14,10,5,0,79,36,2,0,91,525,5,0,444,3,452,1215,January-December,2024
GMP,23,46,89,13,0,319,31,22,61,125,971,10,9,906,7,932,2632,January-December,2024
Dhaka Range,178,273,803,177,2,2928,86,130,464,1084,12672,136,77,8157,31,8401,27198,January-December,2024
Mymensingh Range,6,42,228,72,0,1332,32,27,68,485,5216,28,10,2398,416,2852,10360,January-December,2024
Chittagong Range,89,263,570,112,19,1957,88,104,419,1169,12186,517,85,7580,282,8464,25440,January-December,2024
Sylhet Range,30,49,210,59,0,666,15,40,83,537,4414,16,5,1185,489,1695,7798,January-December,2024
Khulna Range,21,90,296,101,4,1555,33,40,179,767,7987,159,56,5670,126,6011,17084,January-December,2024
Barishal Range,32,30,133,164,2,1711,17,17,180,329,5329,40,30,1707,3,1780,9724,January-December,2024
Rajshahi Range,24,119,343,70,0,2254,41,45,80,861,9103,306,190,8619,282,9397,22337,January-December,2024
Rangpur Range,17,48,230,36,0,2200,47,23,150,719,8928,18,4,4731,74,4827,17225,January-December,2024
Railway Range,2,26,12,2,0,7,0,0,0,148,221,6,0,212,7,225,643,January-December,2024
Total,490,1412,3432,1226,125,17571,642,643,2655,8655,78354,1388,611,52717,2084,56800,172005,January-December,2024
