unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1.0,25,11,18,0,110,8,5.0,63,141,458,5,6,865,9,885,1725,January,2024
CMP,0.0,5,5,6,1,30,4,0.0,15,31,128,4,0,191,2,197,422,January,2024
KMP,0.0,1,2,2,0,3,0,0.0,3,8,28,3,0,125,1,129,176,January,2024
RMP,0.0,4,1,2,0,8,0,1.0,2,6,53,1,1,163,0,165,242,January,2024
BMP,0.0,2,1,6,0,12,1,1.0,2,5,42,1,0,48,0,49,121,January,2024
SMP,,1,1,3,0,12,0,1.0,5,9,52,2,0,42,9,53,138,January,2024
RPMP,0.0,0,1,1,0,4,5,0.0,0,6,28,0,0,71,1,72,117,January,2024
GMP,4.0,1,11,4,0,22,5,2.0,5,5,90,0,1,87,0,88,237,January,2024
Dhaka Range,13.0,29,59,7,0,194,6,10.0,38,93,893,10,3,824,1,838,2180,January,2024
Mymensingh Range,0.0,4,14,9,0,84,4,6.0,7,42,404,1,0,234,27,262,836,January,2024
Chittagong Range,5.0,16,34,9,0,128,9,10.0,27,115,800,52,8,795,26,881,2034,January,2024
Sylhet Range,1.0,7,15,5,0,22,1,,6,55,284,1,0,89,23,113,510,January,2024
Khulna Range,0.0,5,23,4,0,71,1,2.0,15,59,559,9,7,561,8,585,1324,January,2024
Barishal Range,1.0,0,15,7,0,95,2,0.0,23,25,369,3,0,179,1,183,720,January,2024
Rajshahi Range,1.0,11,26,8,0,130,1,3.0,4,77,719,29,17,867,20,933,1913,January,2024
Rangpur Range,2.0,2,11,1,0,117,4,1.0,13,60,655,0,0,436,5,441,1307,January,2024
Railway Range,0.0,1,1,0,0,1,0,0.0,0,12,11,0,0,15,0,15,41,January,2024
Total,29.0,114,231,92,1,1043,51,43.0,228,749,5573,121,43,5592,133,5889,14043,January,2024
