unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,7,37,29,12,1,191,19,7,48,118,540,5,6,503,24,538,1547,April,2025
CMP,0,3,11,8,0,51,3,3,16,27,148,5,0,120,5,130,400,April,2025
KMP,0,0,2,2,0,15,1,1,7,16,52,5,0,54,0,59,155,April,2025
RMP,0,2,2,1,0,21,0,1,4,13,58,0,0,72,0,72,174,April,2025
BMP,0,1,3,1,0,27,0,1,2,4,62,1,0,37,0,38,139,April,2025
SMP,0,0,3,0,0,11,0,1,6,8,56,0,3,35,14,52,137,April,2025
RPMP,0,0,0,0,0,16,0,0,0,6,33,0,0,14,0,14,69,April,2025
GMP,4,9,8,0,0,33,2,1,4,9,99,2,1,64,1,68,237,April,2025
Dhaka Range,11,28,74,6,0,345,19,12,52,96,1388,18,7,674,0,699,2730,April,2025
Mymensingh Range,0,7,21,6,0,120,2,1,4,37,512,4,0,293,42,339,1049,April,2025
Chittagong Range,8,19,66,15,2,278,15,7,39,98,1298,48,2,704,27,781,2626,April,2025
Sylhet Range,3,6,20,0,0,97,1,3,3,38,420,5,1,165,18,189,780,April,2025
Khulna Range,0,16,32,14,0,207,6,2,11,64,851,22,5,438,8,473,1676,April,2025
Barishal Range,6,2,15,11,0,197,3,2,14,28,579,3,0,154,0,157,1014,April,2025
Rajshahi Range,7,11,35,11,0,265,10,9,5,84,919,20,10,606,3,639,1995,April,2025
Rangpur Range,0,4,13,1,0,213,7,1,4,60,837,1,0,432,10,443,1583,April,2025
Railway Range,0,4,2,0,0,2,0,0,0,9,10,1,0,27,2,30,57,April,2025
Total,46,149,336,88,3,2089,88,52,219,715,7862,140,35,4392,154,4721,16368,April,2025
