unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,4,119,10,4,51,11,2,15,43,217,2,0,79,5,86,566,August,2024
CMP,0,3,20,3,5,20,2,8,9,18,124,0,1,33,0,34,246,August,2024
KMP,1,1,1,0,0,12,1,1,0,3,38,0,0,10,0,10,68,August,2024
RMP,0,3,2,0,0,17,1,3,2,2,47,1,18,15,0,34,111,August,2024
BMP,0,0,5,1,0,10,0,0,6,3,43,0,0,15,0,15,83,August,2024
SMP,0,1,4,8,0,4,1,4,1,4,59,1,0,11,12,24,110,August,2024
RPMP,0,0,8,0,0,5,3,0,0,6,32,1,0,6,0,7,61,August,2024
GMP,3,1,17,0,0,23,0,3,3,4,48,0,0,14,0,14,116,August,2024
Dhaka Range,15,7,148,10,0,185,1,4,32,51,819,3,4,114,0,121,1393,August,2024
Mymensingh Range,0,2,26,3,0,87,1,0,3,30,359,1,0,40,11,52,563,August,2024
Chittagong Range,4,17,73,5,6,81,3,5,25,47,710,25,13,197,12,247,1223,August,2024
Sylhet Range,1,6,29,5,0,28,1,2,2,16,327,0,0,22,26,48,465,August,2024
Khulna Range,4,5,62,4,0,90,0,6,5,39,567,4,7,86,3,100,882,August,2024
Barishal Range,3,3,19,39,0,129,0,1,14,25,405,0,4,22,0,26,664,August,2024
Rajshahi Range,0,5,72,10,0,140,1,2,6,44,662,5,33,174,15,227,1169,August,2024
Rangpur Range,2,4,21,1,0,190,1,0,9,32,695,1,1,125,6,133,1088,August,2024
Railway Range,0,0,0,0,0,0,0,0,0,14,8,0,0,3,0,3,25,August,2024
Total,37,62,626,99,15,1072,27,41,132,381,5160,44,81,966,90,1181,8833,August,2024
