unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3,8,16,13,0,184,5,9,68,151,700,9,6,1217,29,1261,2418,April,2022
CMP,0,11,4,12,0,75,3,3,21,48,199,18,1,175,1,195,571,April,2022
KMP,0,0,0,0,0,12,0,1,3,3,29,1,0,83,0,84,132,April,2022
RMP,0,1,5,0,0,15,1,1,2,4,40,1,0,206,0,207,276,April,2022
BMP,1,1,2,0,0,11,0,4,5,9,38,1,0,92,0,93,164,April,2022
SMP,0,0,5,5,0,20,0,2,5,15,87,4,0,55,6,65,204,April,2022
RPMP,0,0,0,0,0,24,0,0,1,14,71,0,0,43,0,43,153,April,2022
GMP,1,7,2,4,0,40,1,1,2,14,86,0,0,70,0,70,228,April,2022
Dhaka Range,11,26,56,48,0,347,7,10,46,145,1266,15,5,752,2,774,2736,April,2022
Mymensingh Range,1,2,17,8,0,182,1,2,1,62,750,3,0,308,26,337,1363,April,2022
Chittagong Range,2,16,55,9,0,181,7,7,26,103,1027,78,1,1212,22,1313,2746,April,2022
Sylhet Range,2,6,15,1,0,93,1,4,2,39,445,0,1,155,27,183,791,April,2022
Khulna Range,0,10,31,4,0,154,2,3,11,88,813,11,2,616,12,641,1757,April,2022
Barishal Range,1,3,12,0,0,106,3,2,13,25,440,2,0,241,3,246,851,April,2022
Rajshahi Range,3,11,28,3,0,237,1,3,7,83,765,26,4,1057,69,1156,2297,April,2022
Rangpur Range,1,2,21,4,0,195,3,3,15,71,808,1,0,404,11,416,1539,April,2022
Railway Range,0,3,0,0,0,0,0,0,0,13,14,0,0,28,3,31,61,April,2022
Total,26,107,269,111,0,1876,35,55,228,887,7578,170,20,6714,211,7115,18287,April,2022
