unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3,22,16,4.0,0,96,12,8,42,84,364,23,4,358,5,390,1041,February,2026
CMP,0,10,4,5.0,0,30,4,2,4,17,124,9,0,127,4,140,340,February,2026
KMP,1,3,4,0.0,0,9,1,0,3,12,26,3,0,29,0,32,91,February,2026
RMP,0,3,4,0.0,0,12,0,0,2,4,29,1,0,35,0,36,90,February,2026
BMP,1,1,1,2.0,0,18,6,0,5,6,44,0,0,22,0,22,106,February,2026
SMP,0,4,1,,0,5,0,2,5,11,37,0,0,44,13,57,123,February,2026
RPMP,0,0,0,0.0,0,6,0,1,2,4,17,1,0,26,0,27,57,February,2026
GMP,1,2,2,3.0,0,28,3,3,0,12,71,4,1,83,0,88,213,February,2026
Dhaka Range,12,30,57,2.0,0,240,7,8,31,96,1090,33,11,751,3,798,2371,February,2026
Mymensingh Range,3,1,15,3.0,0,58,6,2,6,23,363,5,0,204,22,231,711,February,2026
Chittagong Range,14,23,54,11.0,0,171,12,6,45,107,889,54,1,572,25,652,1984,February,2026
Sylhet Range,1,2,20,2.0,0,40,1,1,4,34,316,6,0,128,21,155,576,February,2026
Khulna Range,2,7,26,7.0,1,95,1,4,14,67,494,20,9,298,8,335,1053,February,2026
Barishal Range,2,2,9,7.0,0,108,0,2,12,29,423,12,0,169,0,181,775,February,2026
Rajshahi Range,2,14,22,,0,140,1,1,2,60,594,20,3,282,4,309,1146,February,2026
Rangpur Range,0,6,15,0.0,0,125,10,2,10,57,616,2,0,209,2,213,1054,February,2026
Railway Range,0,4,0,0.0,0,0,0,0,0,11,7,0,0,22,0,22,44,February,2026
Total,42,134,250,48.0,1,1181,64,42,187,634,5504,193,29,3359,107,3688,11775,February,2026
