unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,16,12,14,0,141,2,6,49,135,511,12,5,1549,19,1585,2475,February,2022
CMP,2,7,4,10,0,46,0,1,18,25,177,20,0,167,1,188,478,February,2022
KMP,0,1,2,0,0,13,0,0,2,5,22,2,0,103,0,105,150,February,2022
RMP,0,2,2,0,0,13,0,1,4,8,30,0,0,209,8,217,277,February,2022
BMP,0,0,1,0,0,13,0,0,7,15,32,0,0,82,0,82,150,February,2022
SMP,0,2,3,6,0,17,0,1,4,6,86,0,0,52,3,55,180,February,2022
RPMP,0,0,0,0,0,8,0,0,0,15,48,0,0,44,0,44,115,February,2022
GMP,6,2,1,3,0,23,4,0,0,12,57,1,0,84,0,85,193,February,2022
Dhaka Range,15,22,56,12,0,250,7,10,38,125,910,15,5,861,0,881,2326,February,2022
Mymensingh Range,1,1,14,4,0,124,4,4,5,42,453,1,0,328,16,345,997,February,2022
Chittagong Range,1,9,44,8,0,160,5,14,22,80,804,63,3,1136,12,1214,2361,February,2022
Sylhet Range,1,2,13,1,0,81,1,1,3,37,267,2,1,163,30,196,603,February,2022
Khulna Range,1,5,23,5,0,120,0,2,13,70,550,12,4,745,14,775,1564,February,2022
Barishal Range,3,5,4,5,0,95,0,2,11,16,301,0,0,268,0,268,710,February,2022
Rajshahi Range,2,6,31,11,0,172,0,3,14,64,518,28,2,1107,77,1214,2035,February,2022
Rangpur Range,1,3,22,2,0,176,2,0,16,60,557,2,0,379,9,390,1229,February,2022
Railway Range,0,2,2,0,0,2,0,0,0,4,17,0,0,32,0,32,59,February,2022
Total,37,85,234,81,0,1454,25,45,206,719,5340,158,20,7309,189,7676,15902,February,2022
