unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2.0,15.0,18,9.0,0.0,126,2.0,6.0,46.0,108,620,10.0,10.0,1139,8,1167,2119,February,2023
CMP,0.0,4.0,6,7.0,0.0,39,1.0,3.0,5.0,23,127,0.0,,235,2,238,453,February,2023
KMP,0.0,,0,0.0,0.0,17,0.0,1.0,2.0,3,32,1.0,,60,0,62,118,February,2023
RMP,,2.0,2,0.0,0.0,19,3.0,,2.0,9,54,1.0,5.0,134,0,140,231,February,2023
BMP,1.0,0.0,2,0.0,0.0,16,1.0,0.0,5.0,2,37,0.0,0.0,69,0,69,133,February,2023
SMP,0.0,0.0,3,9.0,0.0,11,0.0,3.0,2.0,14,54,0.0,0.0,50,6,56,152,February,2023
RPMP,0.0,0.0,0,,0.0,13,0.0,0.0,,8,53,0.0,0.0,32,0,32,107,February,2023
GMP,2.0,7.0,4,4.0,0.0,32,,,,13,88,0.0,1.0,96,2,99,255,February,2023
Dhaka Range,9.0,21.0,45,17.0,0.0,235,5.0,13.0,29.0,115,917,13.0,3.0,935,3,954,2360,February,2023
Mymensingh Range,0.0,2.0,16,6.0,0.0,98,,4.0,4.0,35,543,2.0,5.0,290,33,330,1042,February,2023
Chittagong Range,3.0,12.0,45,10.0,,142,3.0,9.0,32.0,96,796,36.0,2.0,920,26,984,2132,February,2023
Sylhet Range,1.0,4.0,8,5.0,0.0,56,2.0,4.0,,48,309,,0.0,147,37,185,625,February,2023
Khulna Range,1.0,10.0,16,19.0,0.0,109,2.0,4.0,13.0,72,575,17.0,14.0,676,24,731,1552,February,2023
Barishal Range,1.0,2.0,8,2.0,0.0,65,,1.0,,15,313,2.0,2.0,204,1,209,625,February,2023
Rajshahi Range,1.0,10.0,25,3.0,0.0,150,0.0,3.0,5.0,73,659,23.0,5.0,996,36,1060,1989,February,2023
Rangpur Range,0.0,2.0,22,3.0,0.0,166,2.0,3.0,8.0,72,675,0.0,0.0,374,10,384,1337,February,2023
Railway Range,0.0,5.0,2,0.0,0.0,1,0.0,0.0,0.0,19,21,3.0,0.0,22,2,27,75,February,2023
Total,21.0,97.0,222,95.0,0.0,1295,26.0,56.0,168.0,725,5873,109.0,49.0,6379,190,6727,15305,February,2023
