unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,0.0,20,12.0,9.0,2.0,141,3.0,5.0,53,124.0,624,5.0,,1141,16,1167,2160,September,2023
CMP,0.0,12,6.0,11.0,0.0,33,4.0,1.0,15,37.0,143,2.0,,199,4,205,467,September,2023
KMP,0.0,0,1.0,0.0,0.0,39,,0.0,1,8.0,34,4.0,,92,0,96,180,September,2023
RMP,0.0,3,2.0,0.0,0.0,12,,0.0,6,14.0,45,2.0,,77,0,81,164,September,2023
BMP,0.0,1,0.0,3.0,0.0,15,0.0,1.0,7,7.0,41,0.0,,94,0,95,170,September,2023
SMP,2.0,1,2.0,12.0,0.0,17,1.0,4.0,3,17.0,58,0.0,0.0,41,15,56,173,September,2023
RPMP,0.0,0,,,0.0,10,0.0,,0,,37,,0.0,42,1,43,100,September,2023
GMP,0.0,3,11.0,,0.0,27,,,3,9.0,72,1.0,0.0,103,1,105,238,September,2023
Dhaka Range,12.0,19,54.0,26.0,0.0,275,8.0,8.0,39,112.0,975,7.0,,1016,8,1039,2567,September,2023
Mymensingh Range,,3,15.0,2.0,0.0,189,4.0,,8,38.0,497,,19.0,260,46,326,1083,September,2023
Chittagong Range,3.0,15,52.0,6.0,0.0,185,9.0,,30,107.0,845,49.0,2.0,1007,40,1098,2357,September,2023
Sylhet Range,,5,14.0,3.0,0.0,62,0.0,4.0,6,42.0,290,,0.0,139,96,236,663,September,2023
Khulna Range,1.0,4,15.0,6.0,0.0,154,3.0,5.0,13,86.0,561,11.0,4.0,806,16,837,1685,September,2023
Barishal Range,1.0,3,12.0,5.0,0.0,130,,,15,23.0,338,,2.0,196,2,204,733,September,2023
Rajshahi Range,,12,23.0,14.0,0.0,214,6.0,,12,93.0,683,42.0,,1035,53,1133,2193,September,2023
Rangpur Range,0.0,3,16.0,2.0,0.0,194,4.0,5.0,19,81.0,723,3.0,0.0,453,9,465,1512,September,2023
Railway Range,0.0,2,2.0,0.0,,2,,,0,23.0,4,,0.0,20,0,20,54,September,2023
Total,21.0,106,238.0,99.0,2.0,1699,50.0,48.0,230,830.0,5970,132.0,46.0,6721,307,7206,16499,September,2023
