unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,0.0,18.0,33,2,0.0,205,7.0,13.0,69.0,139.0,498,14.0,4.0,1627,11.0,1656,2640,July,2019
CMP,0.0,7.0,4,0,0.0,73,0.0,0.0,13.0,21.0,117,62.0,0.0,450,3.0,515,750,July,2019
KMP,0.0,,2,0,0.0,16,0.0,0.0,1.0,3.0,31,0.0,0.0,90,,93,147,July,2019
RMP,,6.0,2,0,0.0,11,5.0,,2.0,9.0,66,,0.0,396,30.0,428,530,July,2019
BMP,,,5,0,0.0,14,0.0,0.0,,5.0,34,,0.0,114,0.0,115,181,July,2019
SMP,0.0,4.0,3,0,0.0,14,2.0,2.0,,9.0,74,3.0,0.0,96,2.0,101,209,July,2019
RPMP,1.0,2.0,2,0,0.0,23,0.0,0.0,1.0,,31,,0.0,84,0.0,86,150,July,2019
GMP,2.0,3.0,8,0,0.0,36,2.0,3.0,2.0,13.0,102,3.0,0.0,243,,247,418,July,2019
Dhaka Range,10.0,13.0,77,3,0.0,338,11.0,4.0,29.0,93.0,896,7.0,1.0,1577,5.0,1590,3064,July,2019
Mymensingh Range,,3.0,20,0,0.0,155,2.0,6.0,6.0,31.0,393,7.0,0.0,646,5.0,658,1275,July,2019
Chittagong Range,11.0,13.0,62,2,0.0,262,6.0,6.0,51.0,69.0,856,68.0,,1195,8.0,1271,2609,July,2019
Sylhet Range,3.0,1.0,12,0,0.0,99,0.0,2.0,8.0,37.0,367,7.0,0.0,248,20.0,275,804,July,2019
Khulna Range,4.0,8.0,39,0,0.0,213,,4.0,17.0,62.0,644,18.0,5.0,956,30.0,1009,2001,July,2019
Barishal Range,3.0,6.0,9,0,0.0,142,1.0,1.0,19.0,22.0,396,4.0,0.0,358,0.0,362,961,July,2019
Rajshahi Range,,4.0,35,0,0.0,256,,2.0,8.0,42.0,479,23.0,4.0,1378,93.0,1498,2329,July,2019
Rangpur Range,,2.0,18,0,0.0,225,3.0,2.0,6.0,45.0,754,2.0,0.0,650,100.0,752,1811,July,2019
Railway Range,0.0,4.0,1,0,0.0,1,0.0,0.0,,7.0,7,,0.0,62,24.0,87,107,July,2019
Total,38.0,96.0,332,7,,2083,44.0,46.0,241.0,611.0,5745,224.0,14.0,10170,335.0,10743,19986,July,2019
