unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,7.0,5.0,7.0,0.0,68.0,1.0,4.0,16.0,20.0,133.0,67.0,0.0,400.0,,468.0,730.0,August,2019
CMP,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,,11.0,33.0,1.0,0.0,83.0,0.0,84.0,145.0,August,2019
KMP,0.0,2.0,5.0,,0.0,20.0,2.0,2.0,3.0,6.0,45.0,3.0,0.0,342.0,18.0,363.0,450.0,August,2019
RMP,0.0,2.0,4.0,,0.0,14.0,0.0,0.0,11.0,8.0,43.0,2.0,,133.0,0.0,135.0,218.0,August,2019
BMP,1.0,1.0,2.0,5.0,0.0,25.0,0.0,2.0,5.0,8.0,82.0,2.0,0.0,65.0,4.0,71.0,202.0,August,2019
SMP,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,33.0,0.0,0.0,91.0,0.0,91.0,149.0,August,2019
RPMP,,3.0,7.0,,0.0,35.0,,0.0,0.0,11.0,69.0,7.0,1.0,218.0,3.0,229.0,356.0,August,2019
GMP,3.0,12.0,75.0,5.0,0.0,279.0,47.0,6.0,36.0,84.0,998.0,15.0,2.0,1441.0,2.0,1460.0,3005.0,August,2019
Dhaka Range,1.0,4.0,29.0,4.0,0.0,161.0,2.0,4.0,5.0,33.0,518.0,10.0,0.0,482.0,9.0,501.0,1262.0,August,2019
Mymensingh Range,11.0,5.0,72.0,9.0,0.0,221.0,7.0,10.0,26.0,66.0,906.0,69.0,1.0,1213.0,7.0,1290.0,2633.0,August,2019
Chittagong Range,3.0,2.0,22.0,2.0,0.0,84.0,2.0,6.0,9.0,39.0,372.0,4.0,0.0,252.0,29.0,285.0,826.0,August,2019
Sylhet Range,3.0,9.0,37.0,2.0,0.0,174.0,3.0,1.0,19.0,46.0,572.0,21.0,5.0,809.0,29.0,864.0,1730.0,August,2019
Khulna Range,2.0,,9.0,0.0,0.0,153.0,3.0,2.0,13.0,19.0,409.0,6.0,0.0,364.0,1.0,371.0,982.0,August,2019
Barishal Range,,9.0,28.0,10.0,0.0,196.0,2.0,2.0,7.0,43.0,603.0,20.0,4.0,1245.0,97.0,1366.0,2267.0,August,2019
Rajshahi Range,0.0,4.0,27.0,1.0,0.0,271.0,0.0,2.0,7.0,66.0,842.0,4.0,1.0,620.0,88.0,713.0,1933.0,August,2019
Rangpur Range,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,26.0,0.0,0.0,27.0,4.0,31.0,69.0,August,2019
Railway Range,28.0,79.0,344.0,55.0,0.0,1937.0,78.0,46.0,226.0,570.0,6077.0,237.0,15.0,9156.0,298.0,9706.0,19146.0,August,2019
Total,,,,,,,,,,,,,,,,,,August,2019
