unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,6.0,20.0,20.0,23.0,2,125,26.0,6.0,47,97,490,15.0,0.0,358,13.0,386.0,1248,October,2024
CMP,1.0,10.0,6.0,8.0,0,35,5.0,5.0,10,24,176,1.0,0.0,75,0.0,76.0,356,October,2024
KMP,1.0,5.0,,0.0,0,24,4.0,0.0,2,14,46,3.0,0.0,63,,67.0,164,October,2024
RMP,0.0,,3.0,0.0,0,7,0.0,0.0,5,5,56,0.0,5.0,65,0.0,70.0,150,October,2024
BMP,,,0.0,0.0,1,19,0.0,0.0,5,1,56,0.0,1.0,26,0.0,27.0,111,October,2024
SMP,,0.0,2.0,,0,8,,0.0,4,8,56,0.0,11.0,24,20.0,55.0,140,October,2024
RPMP,0.0,,1.0,0.0,0,7,3.0,0.0,0,8,48,0.0,0.0,21,0.0,21.0,89,October,2024
GMP,3.0,3.0,7.0,2.0,0,21,,,3,8,70,,2.0,53,0.0,56.0,177,October,2024
Dhaka Range,21.0,27.0,62.0,6.0,0,225,17.0,8.0,49,93,1058,11.0,4.0,444,,460.0,2026,October,2024
Mymensingh Range,2.0,5.0,17.0,8.0,0,112,6.0,,5,53,385,1.0,,123,60.0,0.184,778,October,2024
Chittagong Range,14.0,30.0,52.0,7.0,2,192,7.0,3.0,52,101,1060,43.0,26.0,606,30.0,705.0,2225,October,2024
Sylhet Range,5.0,4.0,18.0,8.0,0,74,2.0,5.0,5,49,340,1.0,2.0,145,74.0,222.0,732,October,2024
Khulna Range,,14.0,23.0,7.0,0,157,8.0,,22,76,663,21.0,4.0,312,5.0,342.0,1316,October,2024
Barishal Range,4.0,2.0,5.0,14.0,0,165,4.0,2.0,15,25,444,8.0,10.0,111,,129.0,809,October,2024
Rajshahi Range,5.0,19.0,17.0,2.0,0,212,3.0,,7,68,634,13.0,21.0,457,27.0,518.0,1486,October,2024
Rangpur Range,3.0,7.0,14.0,3.0,0,177,6.0,0.0,17,75,725,2.0,0.0,367,6.0,375.0,1402,October,2024
Railway Range,0.0,5.0,1.0,0.0,0,0,0.0,,0,17,11,0.0,0.0,22,0.0,22.0,56,October,2024
Total,68.0,157.0,249.0,93.0,5,1560,96.0,34.0,248,722,6318,120.0,86.0,3272,237.0,3715.0,13265,October,2024
