unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,38.0,75.0,8.0,3.0,171.0,25,5.0,46.0,101,555,23,13.0,528,11.0,575,1606,July,2025
CMP,,8.0,9.0,4.0,,54.0,6,4.0,16.0,28,129,3,,156,5.0,164,422,July,2025
KMP,0.0,0.0,2.0,1.0,,14.0,1,0.0,7.0,14,38,2,0.0,61,0.0,63,140,July,2025
RMP,0.0,4.0,2.0,0.0,,18.0,3,2.0,6.0,14,64,4,0.0,86,0.0,90,203,July,2025
BMP,0.0,,1.0,1.0,,26.0,0,0.0,5.0,8,41,0,0.0,40,0.0,40,123,July,2025
SMP,0.0,3.0,2.0,1.0,0.0,11.0,0,,4.0,9,38,1,1.0,31,6.0,39,107,July,2025
RPMP,1.0,1.0,0.0,,,7.0,1,0.0,,8,32,4,0.0,20,0.0,24,74,July,2025
GMP,2.0,3.0,9.0,,0.0,32.0,6,2.0,5.0,13,93,1,1.0,70,,73,238,July,2025
Dhaka Range,22.0,36.0,77.0,14.0,0.0,364.0,12,,70.0,142,1102,20,0.0,879,2.0,901,2746,July,2025
Mymensingh Range,0.0,3.0,23.0,7.0,0.0,114.0,10,,7.0,36,408,1,0.0,293,31.0,325,934,July,2025
Chittagong Range,,25.0,46.0,16.0,0.0,239.0,18,7.0,58.0,124,935,50,2.0,863,27.0,942,2421,July,2025
Sylhet Range,2.0,3.0,20.0,3.0,0.0,103.0,3,3.0,5.0,51,387,2,0.0,133,31.0,166,746,July,2025
Khulna Range,4.0,10.0,25.0,14.0,,225.0,7,2.0,23.0,81,527,22,4.0,389,14.0,429,1347,July,2025
Barishal Range,8.0,7.0,15.0,14.0,1.0,188.0,4,,24.0,43,412,3,2.0,153,0.0,158,875,July,2025
Rajshahi Range,4.0,14.0,27.0,6.0,0.0,235.0,7,3.0,9.0,89,742,11,11.0,468,8.0,498,1634,July,2025
Rangpur Range,1.0,5.0,29.0,0.0,0.0,,6,3.0,7.0,72,821,8,0.0,446,3.0,457,1688,July,2025
Railway Range,0.0,5.0,,,0.0,9.0,0,0.0,0.0,16,9,0,0.0,42,4.0,46,85,July,2025
Total,59.0,166.0,362.0,89.0,4.0,2097.0,109,39.0,292.0,849,6333,155,34.0,4658,143.0,4990,15389,July,2025
