unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,5.0,40.0,32.0,12,6.0,183,25.0,9.0,50,128,630,44,2,546,21,613,1733,May,2025
CMP,0.0,8.0,6.0,14,0.0,47,0.0,4.0,8,30,150,5,0,130,6,141,408,May,2025
KMP,1.0,5.0,5.0,2,0.0,15,0.0,1.0,5,5,43,1,0,92,0,93,175,May,2025
RMP,,5.0,0.0,0,0.0,12,2.0,0.0,3,13,72,1,2,90,2,95,203,May,2025
BMP,1.0,0.0,4.0,1,1.0,27,1.0,1.0,5,11,51,0,0,37,0,37,140,May,2025
SMP,0.0,,,2,,12,0.0,,3,14,51,3,3,34,9,49,134,May,2025
RPMP,1.0,,,0,0.0,12,0.0,0.0,0,7,44,0,0,20,0,20,86,May,2025
GMP,2.0,9.0,7.0,0,0.0,33,5.0,0.0,2,14,121,5,2,70,0,77,270,May,2025
Dhaka Range,24.0,39.0,94.0,9,0.0,375,15.0,16.0,45,121,1197,48,6,753,2,809,2744,May,2025
Mymensingh Range,2.0,3.0,17.0,3,,123,1.0,2.0,5,47,428,1,0,257,45,303,934,May,2025
Chittagong Range,12.0,20.0,55.0,8,1.0,242,9.0,11.0,53,85,1218,51,2,766,41,860,2574,May,2025
Sylhet Range,,5.0,21.0,5,0.0,99,3.0,2.0,7,56,430,2,0,152,22,176,805,May,2025
Khulna Range,6.0,8.0,36.0,8,0.0,192,0.0,8.0,13,78,709,22,5,402,9,438,1496,May,2025
Barishal Range,6.0,5.0,12.0,12,0.0,181,5.0,3.0,16,27,550,4,0,159,0,163,980,May,2025
Rajshahi Range,3.0,11.0,29.0,4,0.0,298,10.0,2.0,7,70,805,9,11,519,12,551,1790,May,2025
Rangpur Range,2.0,4.0,20.0,0,0.0,236,6.0,2.0,7,46,780,2,0,377,11,390,1493,May,2025
Railway Range,0.0,13.0,1.0,0,0.0,0,,0.0,0,13,12,0,0,39,2,41,80,May,2025
Total,67.0,177.0,341.0,80,8.0,2087,82.0,62.0,229,765,7291,198,33,4443,182,4856,16045,May,2025
