unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4,36,25.0,11.0,1.0,137,19,4.0,44.0,119.0,576,16,9,522,6.0,553,1529,September,2025
CMP,0,4,7.0,4.0,0.0,46,5,5.0,12.0,41.0,140,4,0,134,1.0,139,403,September,2025
KMP,0,1,,,0.0,16,2,,6.0,15.0,36,8,0,53,1.0,62,140,September,2025
RMP,0,3,0.0,0.0,0.0,13,4,0.0,,,68,1,1,75,1.0,78,179,September,2025
BMP,1,0,0.0,0.0,0.0,34,1,1.0,5.0,9.0,39,0,0,35,,35,125,September,2025
SMP,1,2,2.0,5.0,0.0,6,2,0.0,5.0,16.0,63,0,0,48,5.0,63,165,September,2025
RPMP,0,3,0.0,0.0,0.0,3,3,0.0,1.0,,30,3,0,13,0.0,16,67,September,2025
GMP,1,6,3.0,0.0,0.0,35,6,2.0,8.0,16.0,96,2,0,75,,77,250,September,2025
Dhaka Range,10,51,77.0,,0.0,346,3,11.0,49.0,141.0,1194,29,4,894,,928,2818,September,2025
Mymensingh Range,0,4,15.0,6.0,0.0,117,2,,13.0,55.0,384,3,0,303,50.0,356,953,September,2025
Chittagong Range,16,22,55.0,31.0,,240,22,9.0,68.0,130.0,1067,44,0,932,43.0,1019,2680,September,2025
Sylhet Range,3,4,16.0,5.0,0.0,77,2,2.0,5.0,61.0,396,1,0,151,40.0,192,763,September,2025
Khulna Range,1,12,27.0,9.0,1.0,163,9,2.0,21.0,66.0,585,21,3,405,16.0,445,1341,September,2025
Barishal Range,2,4,18.0,3.0,0.0,210,1,0.0,34.0,30.0,454,1,2,182,0.0,185,941,September,2025
Rajshahi Range,8,9,26.0,7.0,0.0,247,9,5.0,11.0,65.0,795,10,2,369,5.0,386,1568,September,2025
Rangpur Range,2,4,24.0,3.0,0.0,238,6,0.0,8.0,85.0,694,2,0,349,4.0,355,1419,September,2025
Railway Range,1,4,1.0,0.0,0.0,0,0,0.0,0.0,20.0,14,0,0,45,5.0,50,90,September,2025
Total,50,169,297.0,92.0,3.0,1928,96,43.0,295.0,888.0,6631,145,21,4585,188.0,4939,15431,September,2025
