unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,13,18,,3.0,177.0,2.0,8.0,50.0,95.0,454,8.0,2.0,947,8.0,965,1789,April,2021
CMP,0.0,4,9,14.0,0.0,51.0,2.0,2.0,11.0,22.0,174,68.0,0.0,181,1.0,250,539,April,2021
KMP,0.0,0,1,0.0,0.0,6.0,0.0,0.0,5.0,11.0,32,0.0,0.0,97,0.0,97,152,April,2021
RMP,0.0,3,5,0.0,0.0,18.0,0.0,0.0,1.0,4.0,55,1.0,0.0,128,,141,227,April,2021
BMP,0.0,2,0,0.0,0.0,13.0,0.0,0.0,2.0,12.0,35,1.0,0.0,76,0.0,77,141,April,2021
SMP,0.0,0,2,,0.0,26.0,0.0,,3.0,16.0,110,3.0,0.0,72,7.0,82,243,April,2021
RPMP,0.0,0,2,2.0,,3.0,,,,,67,0.0,0.0,29,0.0,29,146,April,2021
GMP,0.0,2,4,2.0,0.0,53.0,2.0,,,11.0,68,,0.0,62,,65,215,April,2021
Dhaka Range,6.0,23,65,13.0,5.0,301.0,7.0,9.0,26.0,118.0,1263,13.0,7.0,592,,615,2451,April,2021
Mymensingh Range,0.0,0,17,12.0,0.0,168.0,4.0,3.0,6.0,36.0,635,2.0,0.0,292,,300,1181,April,2021
Chittagong Range,2.0,6,56,11.0,0.0,209.0,6.0,12.0,19.0,67.0,1214,30.0,2.0,845,13.0,890,2492,April,2021
Sylhet Range,2.0,4,22,2.0,0.0,72.0,3.0,2.0,8.0,33.0,394,2.0,,151,25.0,178,720,April,2021
Khulna Range,1.0,10,25,3.0,0.0,200.0,5.0,5.0,13.0,66.0,792,6.0,4.0,489,13.0,512,1632,April,2021
Barishal Range,1.0,4,14,3.0,0.0,119.0,0.0,1.0,12.0,20.0,528,6.0,1.0,188,1.0,196,898,April,2021
Rajshahi Range,1.0,5,34,4.0,,213.0,2.0,3.0,3.0,43.0,665,14.0,1.0,889,61.0,965,1938,April,2021
Rangpur Range,1.0,4,28,3.0,0.0,198.0,2.0,2.0,10.0,51.0,853,2.0,,349,15.0,366,1518,April,2021
Railway Range,0.0,0,0,0.0,0.0,,0.0,,0.0,4.0,6,0.0,0.0,10,0.0,10,20,April,2021
Total,15.0,80,302,75.0,8.0,1855.0,36.0,51.0,176.0,621.0,7345,158.0,17.0,5397,166.0,5738,16302,April,2021
