unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,17.0,19.0,11.0,0.0,172,1.0,5.0,52.0,116,488,17.0,5.0,1064,12,1098,1983,May,2021
CMP,,4.0,2.0,18.0,0.0,54,5.0,1.0,17.0,21,193,47.0,0.0,209,0,256,572,May,2021
KMP,,,3.0,0.0,,13,0.0,0.0,1.0,8,33,0.0,,94,0,94,154,May,2021
RMP,,,,0.0,0.0,16,0.0,0.0,4.0,7,53,2.0,,174,11,187,269,May,2021
BMP,,0.0,0.0,,,12,1.0,0.0,6.0,6,35,3.0,,70,0,73,136,May,2021
SMP,,0.0,,,0.0,22,1.0,1.0,2.0,11,97,3.0,,81,5,89,234,May,2021
RPMP,,0.0,1.0,,0.0,16,,0.0,8.0,8,64,,,42,0,42,144,May,2021
GMP,0.0,3.0,6.0,2.0,0.0,37,3.0,,,15,66,,0.0,70,0,71,208,May,2021
Dhaka Range,8.0,19.0,54.0,13.0,0.0,304,12.0,8.0,30.0,98,1182,21.0,5.0,683,3,712,2440,May,2021
Mymensingh Range,0.0,2.0,19.0,17.0,0.0,191,0.0,2.0,2.0,51,704,,0.0,270,12,284,1272,May,2021
Chittagong Range,3.0,14.0,54.0,22.0,,250,6.0,11.0,36.0,91,1314,35.0,1.0,1021,8,1065,2866,May,2021
Sylhet Range,2.0,5.0,26.0,0.0,0.0,84,,3.0,5.0,27,440,2.0,0.0,156,15,173,766,May,2021
Khulna Range,1.0,5.0,32.0,5.0,,177,2.0,1.0,10.0,63,762,7.0,2.0,571,12,592,1650,May,2021
Barishal Range,,4.0,,7.0,,85,0.0,0.0,15.0,25,537,2.0,3.0,235,0,240,931,May,2021
Rajshahi Range,,5.0,33.0,8.0,,187,3.0,6.0,8.0,55,675,17.0,1.0,852,47,917,1898,May,2021
Rangpur Range,1.0,2.0,22.0,0.0,0.0,229,4.0,3.0,5.0,56,846,2.0,0.0,436,30,468,1636,May,2021
Railway Range,0.0,,1.0,,,0,0.0,0.0,0.0,4,3,0.0,0.0,5,0,5,13,May,2021
Total,23.0,83.0,295.0,116.0,,1849,39.0,44.0,203.0,662,7492,161.0,17.0,6033,155,6366,17172,May,2021
