unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3.0,22.0,20,8,0.0,113,23,2.0,44.0,76,434,16,15.0,480,8,519,1264,December,2025
CMP,0.0,4.0,2,5,0.0,29,5,3.0,10.0,23,139,6,0.0,138,4,148,368,December,2025
KMP,0.0,1.0,4,0,0.0,6,0,0.0,2.0,14,27,3,0.0,48,0,51,105,December,2025
RMP,,4.0,4,0,0.0,7,2,2.0,6.0,8,35,2,1.0,88,0,91,160,December,2025
BMP,,,2,2,0.0,15,4,,4.0,3,40,0,0.0,38,0,38,111,December,2025
SMP,,0.0,2,5,0.0,10,2,1.0,3.0,18,45,2,0.0,54,18,74,161,December,2025
RPMP,,2.0,0,0,0.0,8,0,0.0,2.0,4,40,0,0.0,29,0,29,86,December,2025
GMP,2.0,7.0,4,0,0.0,22,7,1.0,4.0,16,84,4,0.0,86,0,90,237,December,2025
Dhaka Range,24.0,32.0,68,2,,234,17,,50.0,132,1073,30,4.0,869,3,906,2545,December,2025
Mymensingh Range,2.0,1.0,12,4,0.0,86,3,2.0,3.0,39,343,0,,214,36,250,745,December,2025
Chittagong Range,10.0,22.0,44,19,,169,10,4.0,53.0,83,960,41,1.0,779,39,860,2234,December,2025
Sylhet Range,2.0,5.0,19,3,0.0,58,1,2.0,7.0,44,402,2,,142,59,204,747,December,2025
Khulna Range,2.0,10.0,23,9,0.0,97,5,,25.0,57,497,21,4.0,367,6,398,1124,December,2025
Barishal Range,5.0,4.0,11,3,0.0,111,1,0.0,25.0,16,414,5,0.0,134,0,139,729,December,2025
Rajshahi Range,8.0,9.0,33,1,0.0,142,2,2.0,0.0,80,656,24,8.0,361,3,396,1329,December,2025
Rangpur Range,2.0,5.0,26,0,0.0,141,5,,11.0,51,694,2,0.0,277,7,286,1222,December,2025
Railway Range,0.0,3.0,3,2,0.0,0,0,,,4,3,1,0.0,44,5,50,65,December,2025
Total,64.0,132.0,277,63,0.0,1248,87,29.0,249.0,668,5886,159,34.0,4148,188,4529,13232,December,2025
