unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2.0,10.0,18.0,9.0,0.0,225,4.0,7.0,72.0,123.0,535,6.0,8.0,1450,,1475,2480,November,2020
CMP,,7.0,8.0,16.0,0.0,96,3.0,2.0,13.0,23.0,154,49.0,,256,5.0,310,633,November,2020
KMP,,,,0.0,0.0,15,,1.0,2.0,7.0,37,0.0,0.0,148,0.0,148,212,November,2020
RMP,0.0,,,,0.0,26,,0.0,3.0,7.0,56,,0.0,377,33.0,410,509,November,2020
BMP,0.0,2.0,2.0,2.0,0.0,19,0.0,0.0,5.0,12.0,33,,0.0,70,0.0,70,145,November,2020
SMP,0.0,0.0,4.0,9.0,0.0,37,0.0,,3.0,,101,3.0,1.0,61,10.0,75,241,November,2020
RPMP,0.0,0.0,2.0,,0.0,18,0.0,,,8.0,48,0.0,0.0,54,0.0,54,136,November,2020
GMP,,2.0,3.0,1.0,0.0,41,6.0,0.0,4.0,8.0,93,0.0,0.0,76,0.0,76,235,November,2020
Dhaka Range,13.0,19.0,63.0,16.0,0.0,358,12.0,9.0,34.0,100.0,1140,16.0,2.0,827,5.0,850,2614,November,2020
Mymensingh Range,,0.0,16.0,9.0,0.0,183,1.0,3.0,7.0,43.0,507,1.0,0.0,283,11.0,295,1064,November,2020
Chittagong Range,10.0,13.0,47.0,4.0,4.0,297,12.0,,30.0,112.0,976,28.0,3.0,815,12.0,858,2364,November,2020
Sylhet Range,0.0,6.0,18.0,4.0,0.0,84,0.0,4.0,8.0,34.0,365,4.0,1.0,167,19.0,191,714,November,2020
Khulna Range,,6.0,24.0,8.0,0.0,193,3.0,1.0,17.0,75.0,601,15.0,1.0,542,25.0,583,1512,November,2020
Barishal Range,1.0,1.0,13.0,1.0,,135,,1.0,13.0,22.0,419,0.0,0.0,261,0.0,261,868,November,2020
Rajshahi Range,0.0,7.0,27.0,3.0,0.0,235,3.0,6.0,8.0,39.0,585,11.0,3.0,971,76.0,1061,1974,November,2020
Rangpur Range,0.0,2.0,21.0,2.0,0.0,239,1.0,,16.0,46.0,717,0.0,0.0,395,17.0,412,1459,November,2020
Railway Range,0.0,2.0,,,,1,0.0,,0.0,5.0,16,,0.0,34,0.0,35,59,November,2020
Total,29.0,79.0,271.0,86.0,4.0,2202,47.0,40.0,239.0,675.0,6383,134.0,19.0,6787,224.0,7164,17219,November,2020
