unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2.0,26.0,22.0,9.0,,214,8.0,4.0,60,126,559,11.0,2.0,1438,,1457,2487.0,September,2020
CMP,0.0,10.0,5.0,9.0,0.0,73,,3.0,16,25,168,39.0,1.0,220,2.0,262,,September,2020
KMP,0.0,3.0,0.0,2.0,0.0,6,2.0,0.0,1,13,30,,0.0,155,,156,213.0,September,2020
RMP,,2.0,2.0,,0.0,24,1.0,0.0,5,5,51,,0.0,271,15.0,288,379.0,September,2020
BMP,0.0,,4.0,,0.0,14,,0.0,3,10,44,,0.0,49,0.0,50,127.0,September,2020
SMP,0.0,0.0,,4.0,0.0,28,2.0,1.0,5,12,58,1.0,0.0,42,10.0,53,164.0,September,2020
RPMP,0.0,,2.0,1.0,0.0,15,0.0,,3,9,44,,,54,0.0,55,130.0,September,2020
GMP,,3.0,5.0,3.0,0.0,58,4.0,0.0,7,15,73,,,93,3.0,98,267.0,September,2020
Dhaka Range,13.0,17.0,65.0,,0.0,370,14.0,4.0,33,112,968,17.0,2.0,747,2.0,768,2378.0,September,2020
Mymensingh Range,2.0,3.0,18.0,15.0,0.0,202,,,6,41,457,3.0,0.0,220,5.0,228,973.0,September,2020
Chittagong Range,6.0,18.0,54.0,8.0,0.0,260,5.0,3.0,55,105,914,16.0,2.0,765,8.0,791,2219.0,September,2020
Sylhet Range,,1.0,10.0,0.0,0.0,107,3.0,1.0,6,39,386,1.0,0.0,193,24.0,218,772.0,September,2020
Khulna Range,,7.0,25.0,,0.0,187,2.0,,24,88,626,17.0,5.0,535,26.0,583,1545.0,September,2020
Barishal Range,2.0,6.0,11.0,7.0,0.0,145,3.0,,15,22,382,4.0,0.0,224,0.0,228,822.0,September,2020
Rajshahi Range,0.0,6.0,29.0,8.0,0.0,348,2.0,4.0,12,58,577,11.0,3.0,969,101.0,1084,2128.0,September,2020
Rangpur Range,,1.0,25.0,1.0,0.0,287,5.0,,13,67,651,3.0,0.0,361,28.0,392,1443.0,September,2020
Railway Range,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,0,5,5,0.0,0.0,18,0.0,18,32.0,September,2020
Total,28.0,105.0,279.0,84.0,0.0,2339,54.0,23.0,264,752,5993,128.0,16.0,6354,231.0,6729,16650.0,September,2020
