unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,13.0,13,12.0,0,174,,3.0,70.0,121,621.0,5.0,5,1190,5.0,1205,2239,July,2022
CMP,0.0,6.0,7,12.0,0,51,,0.0,10.0,28,171.0,11.0,0,137,5.0,153,442,July,2022
KMP,0.0,0.0,2,,0,14,,0.0,,6,20.0,0.0,0,71,0.0,71,121,July,2022
RMP,0.0,2.0,4,0.0,0,9,,0.0,5.0,3,46.0,2.0,0,215,0.0,217,287,July,2022
BMP,,,2,1.0,0,17,0.0,0.0,4.0,3,32.0,,0,82,0.0,83,143,July,2022
SMP,0.0,2.0,1,8.0,0,25,0.0,,5.0,15,87.0,0.0,0,59,6.0,65,209,July,2022
RPMP,0.0,0.0,0,3.0,0,12,0.0,0.0,2.0,12,,,0,20,0.0,20,109,July,2022
GMP,2.0,4.0,8,3.0,0,40,1.0,0.0,,3,66.0,3.0,0,58,,61,189,July,2022
Dhaka Range,14.0,31.0,74,15.0,0,296,5.0,8.0,47.0,133,1140.0,11.0,5,751,2.0,769,2532,July,2022
Mymensingh Range,3.0,3.0,27,9.0,0,199,6.0,2.0,6.0,43,603.0,,0,261,39.0,301,1202,July,2022
Chittagong Range,5.0,15.0,40,12.0,0,246,4.0,9.0,42.0,101,954.0,49.0,0,1087,29.0,1165,2593,July,2022
Sylhet Range,,1.0,31,0.0,0,75,0.0,6.0,5.0,41,359.0,0.0,0,177,10.0,187,706,July,2022
Khulna Range,3.0,6.0,24,5.0,0,180,0.0,0.0,18.0,84,744.0,18.0,1,574,13.0,606,1670,July,2022
Barishal Range,3.0,1.0,18,1.0,0,109,,2.0,10.0,23,367.0,3.0,0,252,0.0,255,790,July,2022
Rajshahi Range,,6.0,34,8.0,0,262,2.0,2.0,7.0,55,774.0,12.0,5,1146,61.0,1224,2375,July,2022
Rangpur Range,1.0,5.0,21,1.0,0,252,5.0,7.0,20.0,63,771.0,0.0,1,313,11.0,325,1471,July,2022
Railway Range,0.0,1.0,0,0.0,0,1,0.0,,,9,19.0,0.0,0,28,1.0,29,59,July,2022
Total,37.0,97.0,306,91.0,0,1962,33.0,40.0,258.0,743,6834.0,116.0,17,6421,182.0,6736,17137,July,2022
