unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,22.0,20.0,4.0,,210,4.0,4.0,60.0,141,477,12.0,2.0,1355,15.0,1384,2329,November,2019
CMP,0.0,5.0,5.0,9.0,0.0,94,,2.0,8.0,20,109,51.0,,421,4.0,477,729,November,2019
KMP,,0.0,,0.0,0.0,9,,0.0,4.0,1,23,3.0,0.0,111,,115,153,November,2019
RMP,,,,,0.0,14,,0.0,,7,38,2.0,0.0,325,19.0,346,412,November,2019
BMP,0.0,0.0,3.0,0.0,0.0,21,1.0,0.0,8.0,7,33,2.0,0.0,88,0.0,90,163,November,2019
SMP,0.0,2.0,3.0,6.0,0.0,23,1.0,1.0,,16,62,,0.0,63,9.0,76,191,November,2019
RPMP,,,,,0.0,18,0.0,0.0,0.0,3,33,,0.0,67,0.0,68,126,November,2019
GMP,0.0,2.0,6.0,0.0,0.0,39,3.0,0.0,,11,65,7.0,0.0,155,2.0,164,293,November,2019
Dhaka Range,6.0,16.0,47.0,6.0,0.0,302,8.0,7.0,31.0,83,885,22.0,2.0,1245,10.0,1279,2670,November,2019
Mymensingh Range,0.0,2.0,14.0,2.0,0.0,161,,0.0,7.0,34,417,3.0,0.0,597,4.0,604,1242,November,2019
Chittagong Range,7.0,14.0,51.0,9.0,0.0,267,,8.0,25.0,82,810,47.0,,1058,6.0,1112,2391,November,2019
Sylhet Range,2.0,6.0,19.0,0.0,0.0,66,,4.0,,31,312,10.0,0.0,230,31.0,271,713,November,2019
Khulna Range,,7.0,28.0,2.0,0.0,169,0.0,,19.0,62,596,21.0,4.0,743,26.0,794,1679,November,2019
Barishal Range,,,7.0,,0.0,111,3.0,0.0,14.0,19,377,3.0,0.0,284,0.0,287,821,November,2019
Rajshahi Range,,6.0,26.0,4.0,0.0,236,,4.0,,35,554,22.0,4.0,1362,137.0,1525,2401,November,2019
Rangpur Range,1.0,6.0,22.0,2.0,0.0,183,,7.0,8.0,42,677,3.0,0.0,533,81.0,617,1565,November,2019
Railway Range,0.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,5,9,,0.0,33,15.0,49,68,November,2019
Total,22.0,95.0,258.0,46.0,1.0,1923,32.0,38.0,197.0,599,5477,214.0,14.0,8670,360.0,9258,17946,November,2019
