unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,407.0,3.0,399.0,0.0,5.0,836.0,77.0,5.0,0.0,2.0,290.0,0.0,0.0,23.0,,2.0,,June,2025
CMP,493.0,12.0,441.0,12.0,28.0,890.0,56.0,8.0,3.0,4.0,230.0,0.0,,38.0,11.0,3.0,,June,2025
KMP,137.0,0.0,134.0,1.0,2.0,552.0,36.0,12.0,2.0,2.0,169.0,0.0,4.0,7.0,3.0,1.0,,June,2025
RMP,432.0,16.0,393.0,4.0,19.0,651.0,61.0,19.0,4.0,6.0,156.0,0.0,9.0,,9.0,5.0,,June,2025
BMP,142.0,26.0,114.0,0.0,2.0,371.0,52.0,5.0,5.0,2.0,92.0,0.0,,20.0,4.0,2.0,,June,2025
SMP,792.0,31.0,718.0,2.0,41.0,1118.0,98.0,43.0,9.0,10.0,246.0,1.0,,53.0,13.0,8.0,,June,2025
RPMP,318.0,36.0,276.0,0.0,6.0,536.0,39.0,8.0,,2.0,133.0,0.0,5.0,19.0,6.0,,,June,2025
GMP,755.0,5.0,711.0,3.0,36.0,1233.0,104.0,50.0,8.0,17.0,318.0,0.0,,82.0,37.0,22.0,,June,2025
Dhaka Range,59.0,,57.0,1.0,1.0,76.0,12.0,,3.0,6.0,24.0,0.0,0.0,8.0,,1.0,,June,2025
Mymensingh Range,24.0,0.0,20.0,0.0,4.0,28.0,7.0,0.0,0.0,2.0,,2.0,,2.0,1.0,0.0,,June,2025
Chittagong Range,31.0,4.0,25.0,1.0,,50.0,5.0,4.0,0.0,0.0,12.0,0.0,5.0,2.0,2.0,0.0,,June,2025
Sylhet Range,38.0,0.0,38.0,0.0,0.0,48.0,5.0,2.0,1.0,,15.0,,0.0,2.0,2.0,0.0,,June,2025
Khulna Range,58.0,1.0,57.0,0.0,0.0,63.0,14.0,3.0,0.0,3.0,19.0,0.0,0.0,0.0,7.0,0.0,,June,2025
Barishal Range,61.0,2.0,51.0,1.0,7.0,35.0,14.0,8.0,1.0,0.0,14.0,0.0,1.0,,4.0,0.0,,June,2025
Rajshahi Range,138.0,0.0,133.0,0.0,5.0,100.0,36.0,15.0,1.0,3.0,34.0,0.0,9.0,7.0,7.0,0.0,,June,2025
Rangpur Range,564.0,10.0,505.0,4.0,45.0,456.0,90.0,55.0,6.0,20.0,168.0,4.0,8.0,49.0,32.0,4.0,,June,2025
Railway Range,,,,,,,,,,,,,,,,,,June,2025
Total,,,,,,,,,,,,,,,,,,June,2025
