unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,14.0,11,8.0,0,171,7.0,1.0,60.0,114.0,486,7.0,10.0,1503,,1531,2407,December,2020
CMP,0.0,5.0,8,10.0,0,78,,2.0,8.0,20.0,137,37.0,1.0,268,5.0,311,581,December,2020
KMP,,2.0,0,0.0,0,10,,0.0,,6.0,33,0.0,0.0,75,1.0,76,131,December,2020
RMP,0.0,2.0,0,,0,14,2.0,2.0,,3.0,45,2.0,0.0,311,18.0,331,402,December,2020
BMP,0.0,,2,,0,18,0.0,0.0,9.0,10.0,28,2.0,0.0,64,0.0,66,135,December,2020
SMP,,0.0,3,,0,20,0.0,2.0,,18.0,104,3.0,,87,,95,249,December,2020
RPMP,0.0,0.0,1,0.0,0,20,0.0,0.0,3.0,8.0,42,,0.0,58,0.0,59,133,December,2020
GMP,,1.0,10,1.0,0,24,13.0,2.0,8.0,,65,,0.0,110,,112,244,December,2020
Dhaka Range,6.0,22.0,54,19.0,0,278,11.0,8.0,5.0,91.0,938,5.0,2.0,683,7.0,697,2175,December,2020
Mymensingh Range,0.0,1.0,17,6.0,0,186,,,10.0,42.0,457,6.0,0.0,293,5.0,304,1025,December,2020
Chittagong Range,7.0,12.0,38,14.0,2,251,11.0,6.0,40.0,110.0,936,20.0,3.0,884,12.0,919,2346,December,2020
Sylhet Range,,4.0,14,3.0,0,70,,3.0,,37.0,359,6.0,1.0,186,20.0,213,710,December,2020
Khulna Range,1.0,8.0,24,4.0,0,137,5.0,0.0,15.0,63.0,571,,2.0,526,20.0,556,1384,December,2020
Barishal Range,0.0,2.0,13,1.0,0,92,,2.0,6.0,20.0,387,2.0,1.0,229,0.0,232,755,December,2020
Rajshahi Range,1.0,4.0,38,3.0,0,196,2.0,5.0,4.0,43.0,491,10.0,0.0,766,89.0,865,1652,December,2020
Rangpur Range,,3.0,24,3.0,0,204,,0.0,4.0,57.0,683,2.0,0.0,448,28.0,478,1458,December,2020
Railway Range,0.0,0.0,2,0.0,0,1,0.0,1.0,0.0,8.0,7,0.0,0.0,18,1.0,19,38,December,2020
Total,23.0,81.0,259,78.0,2,1770,57.0,35.0,230.0,657.0,5769,112.0,21.0,6509,222.0,6864,15825,December,2020
