unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,5.0,25,24.0,7,0.0,111,20,7.0,62.0,99,472,10.0,1.0,455,7,473,1305,March,2026
CMP,,4,3.0,7,0.0,29,0,5.0,13.0,22,129,7.0,0.0,183,5,195,408,March,2026
KMP,0.0,0,4.0,0,0.0,8,2,2.0,0.0,16,28,5.0,0.0,39,1,45,105,March,2026
RMP,0.0,1,1.0,0,0.0,10,3,1.0,4.0,11,47,,0.0,53,0,54,132,March,2026
BMP,0.0,0,,3,0.0,9,3,0.0,3.0,11,60,,0.0,40,0,41,131,March,2026
SMP,0.0,3,3.0,5,0.0,4,2,3.0,0.0,19,46,0.0,0.0,51,34,85,170,March,2026
RPMP,0.0,2,3.0,2,0.0,3,1,0.0,,10,46,1.0,0.0,43,0,44,112,March,2026
GMP,,5,5.0,3,0.0,24,9,4.0,2.0,9,103,9.0,0.0,133,0,142,307,March,2026
Dhaka Range,13.0,23,71.0,10,0.0,258,12,9.0,41.0,150,1384,21.0,4.0,1199,3,1227,3198,March,2026
Mymensingh Range,,6,20.0,4,0.0,87,4,,8.0,37,475,0.0,0.0,271,32,303,946,March,2026
Chittagong Range,12.0,22,61.0,17,0.0,210,26,5.0,67.0,132,1231,33.0,2.0,790,29,854,2637,March,2026
Sylhet Range,1.0,6,17.0,6,0.0,80,0,,,49,480,2.0,0.0,195,45,242,893,March,2026
Khulna Range,2.0,14,31.0,17,,137,6,7.0,24.0,95,699,27.0,7.0,453,18,505,1537,March,2026
Barishal Range,1.0,5,17.0,5,0.0,151,1,2.0,30.0,49,532,2.0,0.0,253,2,257,1050,March,2026
Rajshahi Range,2.0,17,41.0,4,,185,3,,,60,855,15.0,3.0,466,8,492,1672,March,2026
Rangpur Range,,7,15.0,1,,179,10,7.0,13.0,75,770,,0.0,396,10,407,1485,March,2026
Railway Range,0.0,2,,0,0.0,0,0,,1.0,12,11,,,42,1,43,69,March,2026
Total,39.0,142,317.0,91,,1485,102,63.0,285.0,856,7368,135.0,17.0,5062,195,5409,16157,March,2026
