unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,0.0,8.0,6.0,1.0,0.0,51.0,3.0,5.0,7.0,16.0,135.0,68.0,0.0,414.0,4.0,486.0,718.0,June,2019
CMP,0.0,0.0,1.0,0.0,0.0,16.0,,0.0,1.0,5.0,43.0,0.0,0.0,115.0,2.0,117.0,183.0,June,2019
KMP,0.0,2.0,2.0,0.0,0.0,25.0,0.0,,4.0,2.0,53.0,0.0,0.0,255.0,19.0,274.0,363.0,June,2019
RMP,0.0,2.0,,0.0,0.0,18.0,0.0,0.0,2.0,6.0,42.0,0.0,0.0,99.0,0.0,99.0,172.0,June,2019
BMP,0.0,3.0,5.0,0.0,0.0,21.0,,3.0,0.0,3.0,64.0,0.0,0.0,72.0,7.0,79.0,179.0,June,2019
SMP,0.0,0.0,3.0,0.0,0.0,12.0,5.0,0.0,0.0,6.0,35.0,1.0,0.0,69.0,0.0,70.0,131.0,June,2019
RPMP,0.0,4.0,5.0,0.0,0.0,25.0,5.0,0.0,1.0,12.0,97.0,3.0,0.0,211.0,,215.0,364.0,June,2019
GMP,10.0,17.0,66.0,3.0,0.0,315.0,8.0,11.0,34.0,86.0,1106.0,13.0,,1350.0,5.0,1369.0,3025.0,June,2019
Dhaka Range,0.0,2.0,19.0,0.0,0.0,173.0,4.0,3.0,4.0,32.0,565.0,5.0,0.0,503.0,9.0,517.0,1319.0,June,2019
Mymensingh Range,,11.0,87.0,2.0,0.0,295.0,7.0,12.0,27.0,83.0,1128.0,71.0,0.0,1173.0,6.0,1250.0,2907.0,June,2019
Chittagong Range,1.0,5.0,24.0,0.0,0.0,94.0,3.0,4.0,7.0,45.0,383.0,5.0,0.0,179.0,12.0,196.0,762.0,June,2019
Sylhet Range,3.0,17.0,32.0,0.0,0.0,196.0,5.0,5.0,20.0,49.0,696.0,15.0,2.0,568.0,43.0,628.0,1651.0,June,2019
Khulna Range,0.0,5.0,23.0,0.0,0.0,152.0,,3.0,15.0,20.0,505.0,0.0,0.0,271.0,0.0,271.0,995.0,June,2019
Barishal Range,2.0,7.0,54.0,0.0,0.0,250.0,3.0,3.0,8.0,29.0,644.0,12.0,4.0,1046.0,114.0,1176.0,2176.0,June,2019
Rajshahi Range,,2.0,22.0,1.0,0.0,222.0,,2.0,6.0,40.0,756.0,2.0,0.0,467.0,82.0,551.0,1604.0,June,2019
Rangpur Range,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,36.0,11.0,47.0,64.0,June,2019
Railway Range,25.0,92.0,371.0,7.0,0.0,2100.0,52.0,61.0,192.0,547.0,6649.0,203.0,10.0,7949.0,322.0,8484.0,18580.0,June,2019
Total,,,,,,,,,,,,,,,,,,June,2019
