unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,12.0,19.0,,0.0,221.0,6.0,,44.0,105,507,9.0,7.0,1438,13.0,1467,2387,September,2021
CMP,1.0,10.0,3.0,11.0,0.0,70.0,0.0,0.0,25.0,26,173,48.0,0.0,213,,262,581,September,2021
KMP,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,,10,22,,0.0,97,0.0,98,145,September,2021
RMP,0.0,,7.0,0.0,0.0,17.0,0.0,2.0,2.0,9,51,,0.0,276,11.0,288,377,September,2021
BMP,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,8,37,1.0,0.0,90,0.0,91,153,September,2021
SMP,0.0,,,7.0,0.0,41.0,0.0,,5.0,16,108,0.0,,68,5.0,73,255,September,2021
RPMP,0.0,0.0,2.0,3.0,,22.0,0.0,0.0,,13,40,0.0,0.0,62,0.0,62,146,September,2021
GMP,2.0,1.0,6.0,1.0,,34.0,3.0,,2.0,12,65,4.0,0.0,100,0.0,104,231,September,2021
Dhaka Range,9.0,27.0,47.0,13.0,0.0,319.0,6.0,13.0,30.0,151,868,27.0,,816,7.0,851,2334,September,2021
Mymensingh Range,0.0,1.0,17.0,8.0,0.0,204.0,3.0,0.0,2.0,60,494,3.0,0.0,354,17.0,374,1163,September,2021
Chittagong Range,3.0,8.0,56.0,6.0,0.0,266.0,12.0,9.0,42.0,109,849,39.0,4.0,1345,15.0,1403,2763,September,2021
Sylhet Range,,5.0,18.0,5.0,0.0,112.0,0.0,0.0,10.0,45,339,2.0,0.0,177,22.0,201,736,September,2021
Khulna Range,0.0,8.0,27.0,5.0,0.0,194.0,0.0,5.0,22.0,76,635,10.0,2.0,539,13.0,564,1536,September,2021
Barishal Range,,1.0,9.0,3.0,0.0,131.0,2.0,1.0,8.0,26,294,,0.0,272,,274,750,September,2021
Rajshahi Range,,9.0,31.0,8.0,0.0,245.0,,3.0,12.0,64,619,16.0,,1242,71.0,1330,2323,September,2021
Rangpur Range,3.0,1.0,17.0,3.0,0.0,238.0,4.0,1.0,19.0,82,616,0.0,1.0,364,21.0,386,1370,September,2021
Railway Range,,,1.0,0.0,0.0,,,0.0,0.0,18,8,,0.0,34,1.0,36,66,September,2021
Total,23.0,86.0,267.0,77.0,,2135.0,37.0,37.0,235.0,830,5725,163.0,16.0,7487,198.0,7864,17316,September,2021
