unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2.0,19.0,16.0,23.0,,172,7.0,10.0,65,194,654,2.0,5.0,738,19,764,1926,May,2024
CMP,,7.0,7.0,2.0,,57,4.0,1.0,18,29,142,,,179,5,186,454,May,2024
KMP,0.0,,4.0,0.0,0.0,25,0.0,0.0,1,10,46,2.0,0.0,126,2,130,217,May,2024
RMP,0.0,6.0,1.0,1.0,0.0,17,3.0,,5,12,61,0.0,0.0,141,0,141,248,May,2024
BMP,0.0,0.0,2.0,0.0,0.0,17,1.0,0.0,5,4,76,0.0,0.0,50,0,50,155,May,2024
SMP,1.0,0.0,2.0,4.0,0.0,20,2.0,0.0,7,8,64,0.0,0.0,46,11,57,165,May,2024
RPMP,0.0,0.0,,,,9,4.0,0.0,0,3,43,0.0,0.0,67,1,68,129,May,2024
GMP,4.0,5.0,8.0,0.0,0.0,31,2.0,,3,17,101,,0.0,124,0,125,297,May,2024
Dhaka Range,11.0,29.0,51.0,19.0,0.0,323,7.0,7.0,39,88,1183,12.0,5.0,887,7,911,2668,May,2024
Mymensingh Range,0.0,4.0,19.0,5.0,,122,2.0,3.0,9,39,415,3.0,0.0,252,32,287,902,May,2024
Chittagong Range,4.0,14.0,53.0,13.0,0.0,181,4.0,9.0,28,88,1039,45.0,0.0,665,31,741,2171,May,2024
Sylhet Range,2.0,3.0,15.0,3.0,,57,0.0,3.0,9,33,359,4.0,1.0,114,26,145,629,May,2024
Khulna Range,2.0,6.0,32.0,7.0,,134,,2.0,14,48,729,4.0,4.0,555,6,569,1545,May,2024
Barishal Range,0.0,1.0,8.0,11.0,0.0,152,,,7,17,434,2.0,2.0,151,0,155,787,May,2024
Rajshahi Range,3.0,13.0,21.0,5.0,0.0,227,8.0,6.0,2,67,861,34.0,0.0,892,30,956,2169,May,2024
Rangpur Range,,2.0,19.0,3.0,0.0,222,4.0,,10,56,715,0.0,0.0,449,9,458,1491,May,2024
Railway Range,0.0,5.0,0.0,1.0,0.0,1,0.0,,0,13,23,2.0,0.0,11,2,15,58,May,2024
Total,31.0,115.0,259.0,98.0,,1767,50.0,43.0,219,726,6945,112.0,18.0,5447,181,5758,16011,May,2024
