unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,,10.0,12.0,13.0,0.0,216,14.0,8.0,38.0,107.0,469,12.0,3.0,1603,9.0,1627,2515,April,2019
CMP,,9.0,15.0,6.0,0.0,50,0.0,5.0,8.0,16.0,107,60.0,0.0,478,8.0,546,763,April,2019
KMP,0.0,0.0,,0.0,0.0,15,,,,4.0,32,2.0,0.0,197,7.0,206,260,April,2019
RMP,0.0,4.0,,,0.0,19,2.0,0.0,4.0,4.0,57,,0.0,410,31.0,442,533,April,2019
BMP,0.0,,,,,13,0.0,0.0,2.0,5.0,46,,0.0,99,0.0,100,169,April,2019
SMP,0.0,,,,0.0,19,,0.0,,4.0,62,0.0,,71,,74,166,April,2019
RPMP,0.0,0.0,,0.0,0.0,14,0.0,,,5.0,43,0.0,0.0,89,0.0,89,153,April,2019
GMP,,0.0,7.0,0.0,0.0,24,,,2.0,16.0,89,8.0,0.0,167,3.0,178,319,April,2019
Dhaka Range,10.0,15.0,65.0,2.0,0.0,322,16.0,,28.0,85.0,1133,13.0,,1888,5.0,1907,3591,April,2019
Mymensingh Range,1.0,1.0,24.0,2.0,0.0,166,0.0,0.0,,34.0,427,,0.0,510,2.0,515,1174,April,2019
Chittagong Range,5.0,6.0,65.0,11.0,0.0,274,8.0,13.0,29.0,64.0,1041,72.0,1.0,1298,6.0,1377,2893,April,2019
Sylhet Range,4.0,2.0,17.0,2.0,0.0,97,5.0,3.0,7.0,32.0,394,3.0,0.0,236,23.0,262,825,April,2019
Khulna Range,,4.0,35.0,,0.0,161,6.0,2.0,15.0,28.0,616,14.0,0.0,697,29.0,740,1610,April,2019
Barishal Range,2.0,5.0,11.0,3.0,0.0,152,,,20.0,19.0,463,4.0,0.0,386,1.0,391,1067,April,2019
Rajshahi Range,,8.0,36.0,9.0,0.0,212,0.0,,5.0,46.0,606,15.0,2.0,1226,109.0,1352,2276,April,2019
Rangpur Range,,4.0,23.0,1.0,0.0,216,2.0,2.0,6.0,41.0,745,,0.0,607,72.0,680,1721,April,2019
Railway Range,0.0,,2.0,0.0,0.0,1,1.0,,0.0,,11,0.0,0.0,67,13.0,80,100,April,2019
Total,28.0,71.0,319.0,53.0,0.0,1971,56.0,45.0,171.0,514.0,6341,209.0,7.0,10029,321.0,10566,20135,April,2019
