unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,0.0,8.0,12.0,5.0,,171,4.0,11.0,55,101,459,7,3.0,1224,15.0,1249,2075,February,2021
CMP,0.0,4.0,,12.0,0.0,55,3.0,5.0,12,26,144,46,2.0,270,2.0,320,584,February,2021
KMP,0.0,,,0.0,0.0,8,,,2,8,41,1,0.0,92,0.0,93,154,February,2021
RMP,0.0,3.0,,,0.0,18,4.0,2.0,0,7,49,0,0.0,221,18.0,239,323,February,2021
BMP,0.0,1.0,2.0,0.0,0.0,5,0.0,0.0,3,5,41,0,0.0,50,0.0,50,107,February,2021
SMP,,0.0,4.0,13.0,0.0,33,0.0,5.0,3,13,85,1,0.0,75,4.0,80,236,February,2021
RPMP,0.0,0.0,1.0,1.0,0.0,17,1.0,0.0,0,9,37,0,0.0,65,0.0,65,131,February,2021
GMP,3.0,3.0,8.0,3.0,0.0,32,4.0,0.0,4,16,66,2,,72,0.0,75,214,February,2021
Dhaka Range,14.0,17.0,54.0,10.0,0.0,277,8.0,6.0,37,116,918,14,2.0,846,3.0,865,2322,February,2021
Mymensingh Range,0.0,3.0,20.0,12.0,0.0,130,2.0,0.0,5,38,470,0,3.0,269,15.0,287,967,February,2021
Chittagong Range,4.0,11.0,43.0,8.0,0.0,198,8.0,7.0,33,91,908,33,7.0,891,,942,2253,February,2021
Sylhet Range,0.0,5.0,15.0,5.0,0.0,75,1.0,5.0,5,54,297,6,0.0,223,29.0,258,720,February,2021
Khulna Range,2.0,4.0,27.0,,1.0,151,4.0,3.0,21,91,604,14,0.0,632,15.0,661,1570,February,2021
Barishal Range,2.0,,9.0,10.0,0.0,110,0.0,,12,23,372,0,,197,0.0,198,738,February,2021
Rajshahi Range,,6.0,30.0,5.0,0.0,158,1.0,2.0,6,39,566,21,6.0,802,66.0,895,1709,February,2021
Rangpur Range,0.0,,18.0,4.0,0.0,158,2.0,2.0,18,41,662,2,,457,19.0,481,1387,February,2021
Railway Range,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,1,7,8,0,0.0,36,0.0,36,55,February,2021
Total,26.0,67.0,249.0,90.0,1.0,1597,42.0,50.0,217,685,5727,147,28.0,6422,197.0,6794,15545,February,2021
