unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3.0,10.0,21.0,7.0,0,199,4.0,15.0,63.0,131,684,6.0,5,1342,23.0,1376,2513,June,2022
CMP,0.0,11.0,7.0,12.0,0,66,2.0,,11.0,29,152,15.0,0,142,3.0,160,451,June,2022
KMP,,0.0,2.0,,0,13,0.0,1.0,2.0,2,32,2.0,1,87,,90,144,June,2022
RMP,0.0,2.0,3.0,0.0,0,13,,,3.0,16,49,0.0,0,209,2.0,211,299,June,2022
BMP,0.0,,,,0,17,0.0,0.0,2.0,9,42,0.0,0,77,0.0,77,150,June,2022
SMP,0.0,0.0,,4.0,0,26,0.0,2.0,2.0,9,71,0.0,0,68,5.0,73,188,June,2022
RPMP,0.0,,0.0,0.0,0,7,0.0,0.0,0.0,20,59,0.0,0,27,0.0,27,113,June,2022
GMP,,4.0,3.0,1.0,0,47,3.0,1.0,,13,72,,0,68,0.0,69,215,June,2022
Dhaka Range,16.0,20.0,60.0,30.0,0,323,11.0,10.0,48.0,153,1096,20.0,2,838,0.0,860,2627,June,2022
Mymensingh Range,0.0,,15.0,12.0,0,218,,2.0,7.0,44,502,3.0,0,330,29.0,362,1170,June,2022
Chittagong Range,5.0,12.0,38.0,,0,237,7.0,6.0,34.0,103,903,38.0,1,1172,20.0,1231,2584,June,2022
Sylhet Range,3.0,3.0,10.0,3.0,0,87,0.0,1.0,5.0,36,312,3.0,1,151,12.0,167,627,June,2022
Khulna Range,7.0,4.0,23.0,5.0,0,184,3.0,6.0,14.0,74,768,9.0,1,672,14.0,696,1784,June,2022
Barishal Range,4.0,3.0,12.0,5.0,0,121,0.0,6.0,12.0,27,355,1.0,0,221,0.0,222,767,June,2022
Rajshahi Range,0.0,6.0,25.0,5.0,0,259,4.0,,12.0,83,685,28.0,2,1084,70.0,1184,2267,June,2022
Rangpur Range,0.0,5.0,24.0,4.0,0,219,5.0,0.0,11.0,84,694,2.0,0,340,9.0,348,1394,June,2022
Railway Range,,1.0,4.0,,0,3,0.0,0.0,0.0,9,11,0.0,0,39,2.0,41,69,June,2022
Total,40.0,85.0,249.0,98.0,0,2039,45.0,56.0,227.0,842,6487,128.0,13,6867,186.0,7194,17362,June,2022
