unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3.0,20.0,19.0,8.0,7.0,128,6,11.0,38,136,682,6.0,17.0,844,13,880,1938,October,2023
CMP,0.0,2.0,,3.0,0.0,41,2,2.0,14,29,124,3.0,1.0,207,1,212,430,October,2023
KMP,0.0,,,2.0,,30,0,0.0,5,8,48,5.0,0.0,137,0,142,238,October,2023
RMP,0.0,3.0,4.0,0.0,0.0,14,4,2.0,3,15,53,4.0,6.0,123,1,134,232,October,2023
BMP,0.0,0.0,0.0,1.0,0.0,16,0,0.0,2,6,59,1.0,0.0,71,0,72,156,October,2023
SMP,0.0,0.0,,7.0,1.0,22,0,3.0,6,20,64,0.0,0.0,30,8,38,162,October,2023
RPMP,0.0,0.0,2.0,0.0,0.0,13,0,0.0,0,14,48,2.0,0.0,52,0,54,131,October,2023
GMP,,2.0,9.0,2.0,0.0,26,5,2.0,3,13,85,,,118,2,120,268,October,2023
Dhaka Range,7.0,28.0,54.0,19.0,0.0,221,5,12.0,47,113,1012,9.0,34.0,812,0,855,2373,October,2023
Mymensingh Range,0.0,1.0,19.0,3.0,0.0,197,3,0.0,13,49,408,0.0,12.0,211,45,268,961,October,2023
Chittagong Range,,23.0,50.0,1.0,2.0,160,10,27.0,44,114,993,47.0,18.0,882,29,976,2401,October,2023
Sylhet Range,,2.0,10.0,5.0,0.0,55,1,8.0,5,60,317,0.0,,98,71,170,634,October,2023
Khulna Range,2.0,3.0,22.0,3.0,0.0,150,5,0.0,9,82,615,9.0,13.0,668,15,705,1596,October,2023
Barishal Range,5.0,2.0,10.0,4.0,0.0,131,1,2.0,11,22,493,2.0,7.0,187,0,196,877,October,2023
Rajshahi Range,2.0,13.0,34.0,,0.0,202,3,3.0,11,90,657,38.0,44.0,989,34,1105,2123,October,2023
Rangpur Range,0.0,3.0,20.0,4.0,0.0,214,3,,13,73,636,2.0,3.0,434,5,444,1415,October,2023
Railway Range,0.0,3.0,1.0,0.0,2.0,1,0,,0,24,6,,0.0,16,0,17,54,October,2023
Total,22.0,106.0,258.0,65.0,12.0,1621,48,77.0,224,868,6300,129.0,156.0,5879,224,6388,15989,October,2023
