unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2.0,52.0,32.0,7.0,1.0,159.0,16.0,5.0,51.0,132.0,555.0,14.0,13.0,557.0,10.0,594.0,1606.0,August,2025
CMP,,10.0,3.0,7.0,0.0,49.0,6.0,7.0,13.0,25.0,134.0,4.0,0.0,136.0,5.0,145.0,400.0,August,2025
KMP,0.0,0.0,5.0,0.0,0.0,20.0,1.0,3.0,6.0,19.0,31.0,3.0,0.0,66.0,1.0,70.0,155.0,August,2025
RMP,0.0,4.0,3.0,0.0,0.0,17.0,3.0,0.0,7.0,20.0,75.0,,,70.0,0.0,71.0,200.0,August,2025
BMP,0.0,0.0,2.0,0.0,0.0,29.0,0.0,1.0,3.0,9.0,38.0,1.0,0.0,42.0,0.0,43.0,125.0,August,2025
SMP,,0.0,,,0.0,5.0,1.0,,4.0,16.0,61.0,0.0,1.0,25.0,7.0,33.0,125.0,August,2025
RPMP,,,,,,,,,,,,,0.0,,0.0,,,August,2025
GMP,19.0,36.0,73.0,8.0,,346.0,19.0,6.0,49.0,159.0,1156.0,20.0,,894.0,7.0,924.0,2795.0,August,2025
Dhaka Range,0.0,5.0,24.0,1.0,0.0,104.0,5.0,3.0,10.0,34.0,364.0,4.0,0.0,309.0,45.0,358.0,908.0,August,2025
Mymensingh Range,17.0,18.0,42.0,17.0,1.0,229.0,15.0,6.0,76.0,134.0,1014.0,52.0,,964.0,43.0,1061.0,2630.0,August,2025
Chittagong Range,2.0,5.0,17.0,3.0,0.0,81.0,0.0,7.0,5.0,63.0,338.0,3.0,0.0,147.0,34.0,184.0,705.0,August,2025
Sylhet Range,2.0,11.0,30.0,14.0,0.0,147.0,5.0,2.0,25.0,80.0,581.0,25.0,2.0,402.0,20.0,449.0,1346.0,August,2025
Khulna Range,7.0,8.0,16.0,5.0,0.0,196.0,5.0,3.0,35.0,52.0,438.0,,,223.0,1.0,225.0,990.0,August,2025
Barishal Range,7.0,8.0,37.0,4.0,0.0,216.0,4.0,3.0,5.0,91.0,742.0,13.0,,425.0,9.0,456.0,1573.0,August,2025
Rajshahi Range,1.0,9.0,25.0,0.0,0.0,264.0,5.0,2.0,14.0,74.0,833.0,6.0,,465.0,1.0,473.0,1700.0,August,2025
Rangpur Range,0.0,4.0,2.0,,0.0,3.0,1.0,0.0,0.0,17.0,11.0,,,39.0,10.0,49.0,87.0,August,2025
Railway Range,62.0,176.0,321.0,66.0,2.0,1904.0,90.0,51.0,311.0,956.0,6484.0,148.0,32.0,4860.0,193.0,5233.0,15656.0,August,2025
Total,,,,,,,,,,,,,,,,,,August,2025
