unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,1,28.0,27,12,0,134,28.0,2.0,45,123,508,13,28,420,14,475,1383,November,2025
CMP,0,2.0,8,10,0,39,5.0,3.0,17,34,148,5,0,137,4,146,412,November,2025
KMP,0,2.0,5,1,0,14,0.0,0.0,6,13,33,0,0,62,0,62,136,November,2025
RMP,1,2.0,1,0,0,11,5.0,0.0,7,8,47,0,1,65,0,66,148,November,2025
BMP,0,2.0,1,0,0,19,5.0,2.0,5,7,74,1,0,39,1,41,156,November,2025
SMP,1,0.0,5,6,0,11,0.0,1.0,5,17,71,0,1,32,46,79,196,November,2025
RPMP,2,,0,0,0,8,1.0,0.0,1,6,27,1,0,20,0,21,67,November,2025
GMP,2,4.0,6,1,0,41,10.0,3.0,6,23,108,0,1,65,0,66,270,November,2025
Dhaka Range,11,38.0,53,6,0,344,12.0,5.0,44,154,1235,30,20,786,2,838,2740,November,2025
Mymensingh Range,0,2.0,21,5,0,102,2.0,2.0,9,54,369,2,4,224,59,289,855,November,2025
Chittagong Range,11,19.0,51,16,0,210,13.0,9.0,53,99,1025,60,0,800,45,905,2411,November,2025
Sylhet Range,1,4.0,9,6,0,68,2.0,3.0,10,47,414,2,0,161,29,192,756,November,2025
Khulna Range,2,14.0,19,12,0,135,4.0,4.0,16,64,557,17,4,338,6,365,1192,November,2025
Barishal Range,4,2.0,14,4,0,208,,2.0,31,30,440,0,0,171,0,171,907,November,2025
Rajshahi Range,6,8.0,36,0,0,173,2.0,4.0,5,82,718,19,9,332,0,360,1394,November,2025
Rangpur Range,2,7.0,20,0,0,226,3.0,,7,69,771,0,0,258,5,263,1369,November,2025
Railway Range,0,5.0,3,0,3,1,0.0,0.0,0,12,15,0,0,33,1,34,73,November,2025
Total,44,140.0,279,79,3,1744,93.0,41.0,267,842,6560,150,68,3943,212,4373,14465,November,2025
