unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,4.0,119.0,10.0,4.0,51.0,11.0,2.0,15.0,43,217,2.0,0,79.0,5,86,566,August,2024
CMP,0.0,3.0,20.0,3.0,5.0,20.0,2.0,8.0,9.0,18,124,0.0,1,33.0,0,34,246,August,2024
KMP,,,1.0,0.0,0.0,12.0,,,0.0,3,38,0.0,0,10.0,0,10,68,August,2024
RMP,0.0,3.0,2.0,0.0,0.0,17.0,1.0,3.0,2.0,2,47,1.0,18,15.0,0,34,111,August,2024
BMP,0.0,0.0,5.0,1.0,,10.0,0.0,0.0,6.0,3,43,0.0,0,15.0,0,15,83,August,2024
SMP,0.0,1.0,4.0,8.0,0.0,4.0,1.0,4.0,1.0,4,59,1.0,0,11.0,12,24,110,August,2024
RPMP,0.0,8.0,0.0,,,5.0,,0.0,,6,32,1.0,0,,0,7,61,August,2024
GMP,3.0,1.0,17.0,0.0,,23.0,0.0,,3.0,4,48,0.0,0,14.0,0,14,116,August,2024
Dhaka Range,15.0,7.0,148.0,10.0,0.0,185.0,,4.0,32.0,51,819,3.0,4,114.0,0,121,1393,August,2024
Mymensingh Range,0.0,2.0,26.0,3.0,0.0,87.0,1.0,,3.0,30,359,,0,40.0,11,52,563,August,2024
Chittagong Range,4.0,17.0,73.0,5.0,6.0,81.0,3.0,5.0,25.0,47,710,25.0,13,197.0,12,247,1223,August,2024
Sylhet Range,1.0,6.0,29.0,5.0,0.0,28.0,,,2.0,16,327,0.0,0,22.0,26,48,465,August,2024
Khulna Range,4.0,5.0,62.0,4.0,0.0,90.0,,6.0,5.0,39,567,4.0,7,86.0,3,100,882,August,2024
Barishal Range,3.0,3.0,19.0,39.0,0.0,129.0,0.0,1.0,14.0,25,405,0.0,4,22.0,0,26,664,August,2024
Rajshahi Range,0.0,5.0,72.0,10.0,,140.0,1.0,2.0,6.0,44,662,5.0,33,174.0,15,227,1169,August,2024
Rangpur Range,2.0,4.0,21.0,1.0,0.0,190.0,1.0,0.0,9.0,32,695,,1,125.0,6,133,1088,August,2024
Railway Range,0.0,0.0,,0.0,,,0.0,0.0,,14,8,0.0,0,3.0,0,3,25,August,2024
Total,37.0,70.0,618.0,99.0,15.0,1072.0,27.0,41.0,132.0,381,5160,44.0,81,966.0,90,1181,8833,August,2024
