unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,14.0,12.0,12,0.0,146.0,2.0,7.0,34.0,126,656,8,8.0,1233,13.0,1262,2275,March,2023
CMP,0.0,12.0,4.0,12,0.0,57.0,3.0,0.0,13.0,35,159,4,0.0,226,3.0,233,528,March,2023
KMP,0.0,,,0,0.0,23.0,0.0,0.0,5.0,11,31,1,,76,2.0,80,152,March,2023
RMP,0.0,7.0,,0,0.0,16.0,,,2.0,11,53,2,3.0,110,0.0,115,207,March,2023
BMP,0.0,3.0,,2,0.0,13.0,0.0,0.0,4.0,7,47,1,0.0,74,,76,153,March,2023
SMP,0.0,3.0,2.0,11,0.0,19.0,0.0,1.0,7.0,19,66,0,0.0,42,11.0,53,181,March,2023
RPMP,0.0,0.0,0.0,2,0.0,14.0,0.0,,0.0,12,53,0,0.0,30,0.0,30,111,March,2023
GMP,2.0,1.0,8.0,3,,23.0,3.0,,,4,75,0,1.0,85,2.0,88,211,March,2023
Dhaka Range,12.0,22.0,54.0,18,0.0,293.0,2.0,9.0,38.0,118,1113,24,0.0,1041,3.0,1068,2747,March,2023
Mymensingh Range,1.0,1.0,20.0,4,0.0,144.0,4.0,,3.0,42,526,1,,313,25.0,342,1088,March,2023
Chittagong Range,4.0,21.0,54.0,10,0.0,170.0,11.0,6.0,24.0,63,927,38,,1081,55.0,1175,2465,March,2023
Sylhet Range,2.0,2.0,21.0,1,0.0,53.0,2.0,2.0,7.0,66,418,1,0.0,180,24.0,205,779,March,2023
Khulna Range,,7.0,22.0,12,0.0,168.0,2.0,3.0,16.0,83,738,7,1.0,705,17.0,730,1782,March,2023
Barishal Range,,3.0,13.0,4,0.0,92.0,0.0,5.0,10.0,34,364,1,0.0,201,0.0,202,728,March,2023
Rajshahi Range,2.0,9.0,26.0,6,0.0,209.0,2.0,3.0,10.0,90,684,37,4.0,1133,51.0,1225,2266,March,2023
Rangpur Range,1.0,4.0,27.0,2,0.0,212.0,5.0,6.0,11.0,59,760,2,7.0,424,7.0,440,1527,March,2023
Railway Range,0.0,1.0,2.0,0,0.0,,1.0,0.0,,17,15,1,0.0,22,3.0,26,62,March,2023
Total,30.0,111.0,268.0,99,,1652.0,38.0,17.0,185.0,797,6685,128,29.0,6976,217.0,7350,17262,March,2023
