unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,4.0,16.0,12,14,0.0,141,2,6.0,49.0,135,511,12,5.0,1549,19,1585,2475,February,2022
CMP,2.0,7.0,4,10,0.0,46,0,,18.0,25,177,20,0.0,167,1,188,478,February,2022
KMP,0.0,1.0,2,0,0.0,13,0,0.0,2.0,5,22,2,0.0,103,0,105,150,February,2022
RMP,0.0,,2,0,0.0,13,0,,4.0,8,30,0,0.0,209,8,217,277,February,2022
BMP,0.0,0.0,1,0,0.0,13,0,0.0,7.0,15,32,0,0.0,82,0,82,150,February,2022
SMP,0.0,2.0,3,6,0.0,17,0,1.0,4.0,6,86,0,0.0,52,3,55,180,February,2022
RPMP,0.0,0.0,0,0,0.0,8,0,0.0,,15,48,0,0.0,44,0,44,115,February,2022
GMP,6.0,2.0,1,3,0.0,23,4,0.0,0.0,12,57,1,0.0,84,0,85,193,February,2022
Dhaka Range,15.0,22.0,56,12,0.0,250,7,10.0,38.0,125,910,15,5.0,861,0,881,2326,February,2022
Mymensingh Range,,1.0,14,4,0.0,124,4,4.0,5.0,42,453,1,0.0,328,16,345,997,February,2022
Chittagong Range,,9.0,44,8,,160,5,14.0,22.0,80,804,63,3.0,1136,12,1214,2361,February,2022
Sylhet Range,,2.0,13,1,0.0,81,1,,3.0,37,267,2,,163,30,196,603,February,2022
Khulna Range,1.0,5.0,23,5,0.0,120,0,2.0,13.0,70,550,12,4.0,745,14,775,1564,February,2022
Barishal Range,3.0,5.0,4,5,0.0,95,0,2.0,11.0,16,301,0,,268,0,268,710,February,2022
Rajshahi Range,2.0,6.0,31,11,0.0,172,0,3.0,14.0,64,518,28,2.0,1107,77,1214,2035,February,2022
Rangpur Range,1.0,3.0,22,2,0.0,176,2,0.0,16.0,60,557,2,0.0,379,9,390,1229,February,2022
Railway Range,0.0,2.0,2,0,0.0,2,0,,0.0,4,17,0,0.0,32,0,32,59,February,2022
Total,37.0,85.0,234,81,0.0,1454,25,45.0,206.0,719,5340,158,20.0,7309,189,7676,15902,February,2022
