unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year,is_annual_total,source_pdf
Rajshahi Range,0.0,3,31,2,0.0,160,2,4,1,23,560,14,4,276,34,328,1114.0,April,2020,False,crime-statistics-2020.pdf
Rangpur Range,0.0,1,27,3,0.0,104,1,2,5,29,706,0,0,151,28,179,1057.0,April,2020,False,crime-statistics-2020.pdf
Railway Range,0.0,0,0,0,0.0,0,0,0,0,2,1,0,0,0,0,0,3.0,April,2020,False,crime-statistics-2020.pdf
Total,10.0,32,273,37,0.0,925,10,45,93,293,5572,77,9,1639,83,1808,9098.0,April,2020,False,crime-statistics-2020.pdf
DMP,2.0,8,13,6,0.0,68,1,3,31,43,172,8,0,161,2,171,518.0,May,2020,False,crime-statistics-2020.pdf
CMP,0.0,3,6,3,0.0,23,0,0,11,20,102,12,0,51,2,65,233.0,May,2020,False,crime-statistics-2020.pdf
KMP,0.0,0,0,0,0.0,12,1,0,0,2,21,0,0,5,0,5,41.0,May,2020,False,crime-statistics-2020.pdf
RMP,0.0,1,2,0,0.0,17,0,0,4,2,51,2,0,60,7,69,146.0,May,2020,False,crime-statistics-2020.pdf
BMP,0.0,0,2,2,0.0,4,0,0,2,5,34,1,0,8,0,9,58.0,May,2020,False,crime-statistics-2020.pdf
SMP,0.0,0,2,3,0.0,16,0,1,2,6,86,1,0,27,2,30,146.0,May,2020,False,crime-statistics-2020.pdf
RPMP,0.0,1,5,0,0.0,8,0,0,0,5,42,0,0,15,0,15,76.0,May,2020,False,crime-statistics-2020.pdf
GMP,1.0,5,8,2,0.0,11,2,1,2,9,65,3,0,34,0,37,143.0,May,2020,False,crime-statistics-2020.pdf
Dhaka Range,5.0,12,54,4,0.0,158,6,16,27,66,1030,4,3,331,0,338,1716.0,May,2020,False,crime-statistics-2020.pdf
Mymensingh Range,0.0,0,26,3,0.0,104,3,0,4,28,735,2,0,108,3,113,1016.0,May,2020,False,crime-statistics-2020.pdf
Chittagong Range,2.0,10,97,9,0.0,143,4,12,21,58,1172,51,1,613,2,667,2195.0,May,2020,False,crime-statistics-2020.pdf
Sylhet Range,0.0,1,28,1,0.0,51,1,3,3,31,452,1,0,84,10,95,666.0,May,2020,False,crime-statistics-2020.pdf
Khulna Range,1.0,2,36,2,0.0,131,0,2,8,45,672,9,1,294,5,309,1208.0,May,2020,False,crime-statistics-2020.pdf
Barishal Range,0.0,2,12,1,0.0,106,1,2,9,10,514,2,0,117,2,121,778.0,May,2020,False,crime-statistics-2020.pdf
Rajshahi Range,0.0,9,32,7,0.0,163,0,6,3,29,615,15,1,328,38,382,1246.0,May,2020,False,crime-statistics-2020.pdf
Rangpur Range,0.0,5,38,1,0.0,152,0,4,9,37,819,1,0,224,30,255,1320.0,May,2020,False,crime-statistics-2020.pdf
Railway Range,0.0,0,0,0,0.0,1,0,0,0,1,3,0,0,1,1,2,7.0,May,2020,False,crime-statistics-2020.pdf
Total,11.0,59,361,44,0.0,1168,19,50,136,397,6585,112,6,2461,104,2683,11513.0,May,2020,False,crime-statistics-2020.pdf
DMP,2.0,13,19,7,0.0,185,3,5,45,92,328,11,0,465,2,478,1177.0,June,2020,False,crime-statistics-2020.pdf
CMP,1.0,5,8,10,0.0,33,0,2,3,7,104,23,0,133,1,157,330.0,June,2020,False,crime-statistics-2020.pdf
KMP,0.0,2,3,0,0.0,5,0,0,0,4,8,0,0,51,0,51,73.0,June,2020,False,crime-statistics-2020.pdf
RMP,0.0,4,0,2,0.0,15,0,0,1,6,40,0,0,54,6,60,128.0,June,2020,False,crime-statistics-2020.pdf
BMP,0.0,3,2,0,0.0,12,0,0,4,10,28,0,0,18,0,18,77.0,June,2020,False,crime-statistics-2020.pdf
SMP,0.0,0,6,5,0.0,20,0,1,0,8,45,1,0,25,2,28,113.0,June,2020,False,crime-statistics-2020.pdf
RPMP,0.0,0,3,2,0.0,21,1,0,1,6,47,0,0,24,0,24,105.0,June,2020,False,crime-statistics-2020.pdf
GMP,3.0,1,7,6,0.0,38,2,1,3,11,68,3,0,45,0,48,188.0,June,2020,False,crime-statistics-2020.pdf
Dhaka Range,13.0,13,64,18,0.0,269,16,10,31,73,958,14,4,646,5,669,2134.0,June,2020,False,crime-statistics-2020.pdf
Mymensingh Range,0.0,9,12,8,0.0,136,0,2,7,35,543,2,0,236,3,241,993.0,June,2020,False,crime-statistics-2020.pdf
Chittagong Range,4.0,7,54,9,0.0,215,7,3,35,62,918,44,1,636,9,690,2004.0,June,2020,False,crime-statistics-2020.pdf
Sylhet Range,0.0,1,19,0,0.0,66,2,3,5,31,325,1,0,142,14,157,609.0,June,2020,False,crime-statistics-2020.pdf
Khulna Range,4.0,9,32,5,0.0,188,2,5,19,63,662,16,2,436,15,469,1458.0,June,2020,False,crime-statistics-2020.pdf
Barishal Range,0.0,3,12,0,0.0,108,1,0,16,10,359,3,0,223,0,226,735.0,June,2020,False,crime-statistics-2020.pdf
Rajshahi Range,0.0,4,33,7,0.0,230,3,0,5,41,556,18,2,650,74,744,1623.0,June,2020,False,crime-statistics-2020.pdf
Rangpur Range,0.0,5,28,7,0.0,197,1,1,9,45,756,0,0,355,23,378,1427.0,June,2020,False,crime-statistics-2020.pdf
Railway Range,0.0,0,1,0,0.0,1,0,0,0,2,7,0,0,6,1,7,18.0,June,2020,False,crime-statistics-2020.pdf
Total,27.0,79,303,86,0.0,1739,38,33,184,506,5752,136,9,4145,155,4445,13192.0,June,2020,False,crime-statistics-2020.pdf
DMP,1.0,22,27,10,0.0,216,2,6,55,122,509,16,2,1418,3,1439,2409.0,July,2020,False,crime-statistics-2020.pdf
CMP,0.0,8,8,8,0.0,69,0,2,9,25,155,59,2,303,4,368,652.0,July,2020,False,crime-statistics-2020.pdf
KMP,0.0,2,4,0,0.0,13,0,0,1,6,27,2,0,188,1,191,244.0,July,2020,False,crime-statistics-2020.pdf
RMP,0.0,4,3,0,0.0,23,0,0,1,15,41,1,0,59,7,67,154.0,July,2020,False,crime-statistics-2020.pdf
BMP,0.0,1,0,1,0.0,18,0,0,6,14,39,1,0,31,1,33,112.0,July,2020,False,crime-statistics-2020.pdf
SMP,0.0,1,5,7,1.0,21,0,0,3,12,55,1,0,52,4,57,162.0,July,2020,False,crime-statistics-2020.pdf
RPMP,0.0,0,2,2,0.0,24,5,0,0,11,57,0,0,33,0,33,134.0,July,2020,False,crime-statistics-2020.pdf
GMP,2.0,1,5,2,0.0,38,2,1,3,8,83,4,0,136,0,140,285.0,July,2020,False,crime-statistics-2020.pdf
Dhaka Range,7.0,18,70,15,0.0,268,13,12,31,104,928,10,2,1015,10,1037,2503.0,July,2020,False,crime-statistics-2020.pdf
Mymensingh Range,1.0,4,13,8,0.0,143,1,1,6,56,451,3,0,452,7,462,1146.0,July,2020,False,crime-statistics-2020.pdf
Chittagong Range,6.0,12,90,11,0.0,241,9,7,39,96,868,88,0,1303,11,1402,2781.0,July,2020,False,crime-statistics-2020.pdf
Sylhet Range,1.0,0,23,2,0.0,75,0,1,5,50,307,5,0,329,32,366,830.0,July,2020,False,crime-statistics-2020.pdf
